time,thrust,velocity,yaw,pitch,roll,battery,acc_x,acc_y,acc_z,gyro_roll,gyro_pitch,gyro_yaw,x (m),y (m),altitude,loop rate (Hz),target altitude (m)
0.656,0.0,0.0,0.5978748300336084,0.671704450883515,0.2945603831215379,74,-0.011815469712018967,0.004084175452589989,0.9991989731788635,0.12299457833766937,-0.03287833761572838,0.029800906777381897,0.7047835768059747,0.2391715667727052,0.0,288.5062594579722,0.0
0.707,0.0,0.0,0.5956334917623249,0.6870796636625461,0.3055763766432001,74,-0.011695451103150845,0.00601784884929657,1.0004210472106934,0.006405906645953655,-0.05391137134432793,-0.2249850183725357,0.7064904457318507,0.23731809935132098,0.0,288.5062594579722,0.0
0.757,0.0,0.0,0.5934603725769495,0.6858137651922322,0.2967993679947793,74,-0.011647799983620644,0.004246052820235491,1.0015065670013428,0.11111151323318481,0.04051755908727646,-0.0018962530884891748,0.7096239531246601,0.23389234757918584,0.0,288.5062594579722,0.0
0.808,0.0,0.0,0.5932468017257257,0.6721742852151399,0.27063375660884503,74,-0.010996891185641289,0.004857516381889582,0.9997774362564087,0.1960102681875229,-0.0712333193063736,0.04559846594929695,0.7112813059949931,0.23158779269599725,0.0,288.5062594579722,0.0
0.858,0.0,0.0,0.5869763076972065,0.6855088017793444,0.27167875200294445,74,-0.013424285687506199,0.003684189636260271,0.9991379380226135,-0.009996000317484141,-0.004507318908907473,-0.12083271890878677,0.7180775853388869,0.2255395436129156,0.0,288.5062594579722,0.0
0.909,0.0,0.0,0.584190129006776,0.6618686799947097,0.21959496946794713,74,-0.010914064012467861,0.0041996208019554615,1.0012084245681763,-0.03279109402894974,0.051791703140735626,-0.09009677171707153,0.7217784248558863,0.22280439353536127,0.0,280.78082742000265,0.0
0.959,0.0,0.0,0.5841076539721121,0.6907063368160574,0.242096696799889,74,-0.012533712200820446,0.003605510573834181,0.9969205856323242,0.02791207552552223,0.06306738946437836,0.12159259617328644,0.7260323677197418,0.2192580926939639,0.0,280.78082742000265,0.0
1.009,0.0,0.0,0.5849399097507494,0.6994290403778893,0.253474550537383,74,-0.012137992307543755,0.00431561516597867,1.001023769378662,0.2369125549554825,-0.16278007831573485,0.09387564659118652,0.7286252990376206,0.2174705272437068,0.0,280.78082742000265,0.0
1.06,0.0,0.0,0.5830560777325141,0.7233280567000026,0.28803647919456443,74,-0.013573773205280304,0.004833604209125042,1.000605583190918,0.02033243224620819,-0.09063072707653046,0.1508864313364029,0.7294194670359884,0.21703087788642939,0.0,280.78082742000265,0.0
1.11,0.0,0.0,0.5798815034722922,0.6942388724506809,0.28990080181739475,74,-0.012079186737537384,0.005197433289140463,0.9987145066261292,-0.1369326348543167,-0.1172269305229187,-0.2367836833000183,0.7299900715364361,0.2184132827697381,0.0,280.78082742000265,0.0
1.161,40008.0,0.0,0.581869096252847,0.6787663579873857,0.27196008995280313,74,-0.01110292598605156,0.005801713094115257,1.0002789497375488,0.046568191504478454,-0.009850911983847618,-0.07641484588384628,0.7310245309073595,0.21947038660388132,0.0,280.78082742000265,0.0
1.212,40008.0,0.0,0.5948305801628454,0.6290509366520651,0.37131932363681874,74,-0.016930993646383286,0.011160352267324924,0.9892975687980652,-0.4739184166431427,0.7656770030021668,-1.7238820791244507,0.7313466029537439,0.22152087767894393,-4.7175023463168e-09,280.78082742000265,0.0
1.262,40008.0,0.0,0.5557795860327643,0.31831005751338204,0.41271995145253876,74,-0.006308643613010645,0.01818368211388588,1.0087025165557861,-0.0459304574072361,-1.490844043159485,-1.1653337478637695,0.7292788077289434,0.22368579788498427,-1.1986661783349312e-08,280.78082742000265,0.0
1.313,40008.0,0.0,0.4509341920724515,0.566370112422688,0.2939680906617392,74,-0.006144567858427763,-0.00276642432436347,0.9889619946479797,-0.8661936606407166,-3.845086010360718,1.178870439529419,0.7219059574923157,0.22977752902027143,-3.901807019043782e-08,280.78082742000265,0.0
1.363,40008.0,0.0,0.4684872158985131,0.7963048523278277,0.4073718988282368,74,-0.00947633758187294,-0.008689003065228462,1.0002073049545288,-0.0608276437163353,-0.12123090233802795,1.2136256694793701,0.717848173861777,0.23416535333773064,-7.647787045584379e-08,280.78082742000265,0.0
1.413,40009.0,5.7527869782490716e-08,0.446298355690275,0.6005359031417355,0.548929543807495,74,4.429152249940671e-05,0.011571813374757767,0.9967578053474426,1.4722720895767212,-3.3097218593597413,-0.9566208124160767,0.7122217974079452,0.24151304951809766,-1.7343380579658128e-07,280.78082742000265,0.0
1.464,40009.0,4.548937519106998e-07,0.4273501147515668,0.5361920863567179,0.38530442746424576,74,-0.008337719365954399,-0.0042243883945047855,0.9878299236297607,1.0169427906036377,-2.907269390487671,-2.244016408920288,0.7084382622420764,0.2463794764523203,-2.508188906992772e-07,280.78082742000265,0.0
1.514,40009.0,8.704703210694532e-07,0.470663130325515,0.6492179140181242,0.011984997767068135,74,-0.010191651061177254,-0.011306330561637878,0.9975100159645081,1.908613017654419,0.26166385207176207,0.974388599395752,0.7011612749032763,0.25439927292468706,-3.258983540293134e-07,280.78082742000265,0.0
1.565,40046.0,0.00011602358938966457,0.4722722498510153,0.7313891887111531,0.5263903911732087,74,0.0026339387986809015,0.02185964584350586,1.0101251602172852,6.384857705688477,-0.4125673493385315,-0.9537752866744995,0.6972315793296407,0.2587766779114038,-3.40400638725465e-07,280.78082742000265,0.00565062708046753
1.615,40191.0,0.0012739791325428714,0.5135662870723594,0.7755539599259959,0.07446551534674918,74,-0.019501371309161186,0.0035157266538590193,0.9939626455307007,1.2287693534851074,0.5513366738319397,-1.2416725158691406,0.6907199190304282,0.2659846134635054,-3.7399808503709345e-07,265.51269228334496,0.015488676576933359
1.666,40404.0,0.004460344672137962,0.5498945298130122,0.39496062403560617,0.7437383114940559,74,0.011786727234721184,0.04826740548014641,1.0557702779769897,2.1447256122589113,-3.7297047695159913,3.476867437362671,0.6855441193240704,0.2710994555677024,-4.4780017202713953e-07,265.51269228334496,0.02602194404171314
1.716,40650.0,0.010207249664122061,0.5720698245987267,0.6501152823183128,0.09794081267834356,74,-0.02204735577106476,0.017821386456489563,1.0037277936935425,-0.6816448058128357,-15.445588262939452,1.7530430555343628,0.6807126292025978,0.2773115669274017,-5.729461007171025e-07,265.51269228334496,0.03593199485039804
1.767,40912.0,0.018703450786524144,0.5237166547260151,0.7193268763266328,-0.6356517122551476,74,-0.00416799308732152,-0.022171659395098686,0.9811789989471436,3.2601550136566164,2.0695424953460693,-3.6109135150909424,0.6781490717546121,0.28087592461885424,-6.36665419038176e-07,265.51269228334496,0.04584223639103584
1.818,41186.0,0.030957370055027703,0.6095213639884046,0.6215118577100858,-0.6288125530275223,74,-0.015822503715753555,-0.01720237359404564,1.0155836343765259,-2.2820746387481687,2.4615319648742675,7.123539924621582,0.6747431342464596,0.2847549813163894,-6.332618706102695e-07,265.51269228334496,0.05578480699768988
1.868,41470.0,0.022672167396860978,0.6701218676550923,0.6270962179829719,0.214729238019745,74,-0.01893947273492813,0.01737249828875065,0.9974088072776794,0.9248110567092895,-12.918939741516112,0.6854522228240967,0.6699874625151576,0.2888388798038665,-6.289174627777508e-07,265.51269228334496,0.06605057289852993
1.919,41766.0,0.061457436998398354,0.6725122129299866,0.8152887029496934,-0.6916699990378015,74,-0.006248001474887133,-0.004234093241393566,0.9786319136619568,-1.0749004568099976,1.838085857963562,3.9505369663238525,0.6661161323446724,0.2914592356253082,-6.356489346284558e-07,265.51269228334496,0.07668330707674613
1.969,42067.0,0.010752780362622718,0.6847619779065273,0.9117785987610101,-0.5054485652797452,74,-0.014055798761546612,-0.003725619288161397,1.041670322418213,5.058906606292725,-8.424479635620116,-2.338695526123047,0.659880837620421,0.29591557572743715,-6.596734518165644e-07,265.51269228334496,0.08643218938523205
2.019,42369.0,0.10650920717310496,0.6758222679261883,0.9124078395864434,-1.0386722392639598,74,-0.00963827595114708,-0.023715270683169365,1.0315395593643188,5.922037652587891,-19.252198370361327,-1.3291854858398438,0.6562790759317916,0.2986839589614182,-7.358007183312013e-07,265.51269228334496,0.09655166387819918
2.071,42680.0,0.13278137467039466,0.5831821380204009,0.873459800843377,-1.86437386341305,74,-0.04266531765460968,-0.03636728972196579,1.0209133625030518,-8.206697889709472,-30.254908712768554,10.946393966674805,0.6511633497816302,0.30308454697679404,-8.616181921859934e-07,265.51269228334496,0.10648298129963223
2.121,42994.0,0.16198368044521183,0.9653799546594805,1.3101267480857857,-3.123752007410576,74,-0.025319287553429604,-0.05371078476309776,0.993404746055603,-1.937523194694519,-26.78815761413574,7.160845756530762,0.6494433407357977,0.3054164237652553,-8.722407093302141e-07,285.15221972941737,0.1164432899779058
2.172,43314.0,0.19410190134817912,0.852637425116697,1.6714567216621026,-4.595652811049052,74,-0.0402105376124382,-0.0864836573600769,0.9626837968826294,-5.3288106407165525,-24.317633779907226,-3.7755448818206787,0.6471948260589457,0.3091350434385056,-8.509214042689723e-07,285.15221972941737,0.12647130849945826
2.222,43640.0,0.22914147146551178,0.4760114137418946,1.5162691297654385,-5.091894800676589,74,-0.017332185059785843,-0.09589295834302902,1.0065234899520874,5.692748597717285,-7.514609011077881,-14.188331604003906,0.6448425065088185,0.31235314076503135,-8.517291452495812e-07,285.15221972941737,0.13651906777813566
2.273,43973.0,0.2671093865975738,-0.9695241987746084,2.423100787906675,-4.400710333411334,74,-0.03653878718614578,-0.09089037775993347,1.0132181644439697,33.906057885742186,18.477104989624024,-38.31819534301758,0.6410810596429937,0.318266208071154,-8.26671779212224e-07,285.15221972941737,0.1466045919834869
2.323,44311.0,0.3080059320397179,-3.0647407928499457,-0.43595193731849635,0.45211445877339956,74,0.020237116143107414,-0.00928493868559599,1.1053476333618164,-70.36959976806641,115.23874172363281,-43.74354934692383,0.6390267557226347,0.32268021642516453,-7.71671848752656e-07,285.15221972941737,0.15640554411511404
2.373,44653.0,0.3518103596163312,-5.551628925181868,-3.104505633520178,1.5135465184951569,74,0.007646955084055662,-0.010924223810434341,1.0837488174438477,-70.81818527832031,24.577841607666016,-52.069950103759766,0.6375458522105937,0.32916868088873413,-6.519161136135344e-07,285.15221972941737,0.16627601804357256
2.424,45006.0,0.3985365952691231,-8.093332600365752,-3.2766850196594017,0.6039002698174657,74,0.025728309527039528,0.005203830543905497,1.0281113386154175,-33.52334732666016,4.483108846282959,-51.07719802856445,0.6369864092836577,0.3334023399616269,-5.760591960147325e-07,285.15221972941737,0.17660472548886902
2.474,45362.0,0.44820753562116145,-10.870301532693501,-2.166198207826059,1.048860912518561,74,0.018095605075359344,0.007647013757377863,1.069466233253479,11.153760484313965,21.850842324829102,-55.88743591308594,0.6345747839260526,0.3386504523944618,-5.346262078706884e-07,285.15221972941737,0.18646804696909386
2.525,45723.0,0.5007892168401,-13.885760634670964,-1.457107834589768,0.5350234631629366,74,0.026425855234265327,0.0036994884721934795,1.0688700675964355,-5.727679201507568,-9.328984411621093,-63.11471939086914,0.6316196112135447,0.3402416018196697,-5.479962600475566e-07,285.15221972941737,0.19677949317265303
2.575,46150.0,0.5604278481919758,-17.118812297071173,-1.7211297015978297,0.48627292577289577,74,0.01683131977915764,0.016962824389338493,1.0807636976242065,-21.846642919921877,0.3362290838718414,-67.50818634033203,0.6249741253928128,0.3410857871036101,-6.770631768826478e-07,285.15221972941737,0.20814931098284434
2.626,46472.0,0.6148468721237175,-20.58852468851829,-1.765321832941428,1.280206376054685,74,0.01943103037774563,0.014134252443909645,1.074008822441101,-9.864984938049316,25.797959176635743,-67.27400207519531,0.6190994244935606,0.3392583363688304,-8.557236265282189e-07,285.15221972941737,0.21606029794929782
2.676,46773.0,0.6758750467442458,-23.588593933866747,-1.3363362170588646,1.2828769279362269,74,0.005262390244752169,0.011917288415133953,1.031462550163269,5.5333838973999026,9.976452676391602,-53.26093292236328,0.6096398533234885,0.33481447835124806,-1.1978297581516351e-06,284.78435632808254,0.21738063129159854
2.726,46915.0,0.738014963622291,-25.87681597816806,-1.1417988900332643,1.1910925275149393,74,0.02408938854932785,0.01834523119032383,1.0227885246276855,-6.598067709350586,4.782061902618408,-40.43736267089844,0.602911153965434,0.33228258742147193,0.00027502901955096863,284.78435632808254,0.21738063129159854
2.776,46207.0,0.7957215578129181,-27.156951391602252,-1.5701836224267471,1.069674452259198,74,0.01947735622525215,0.016587119549512863,1.0254182815551758,-14.394794889831543,-1.2409820875167847,-14.835099220275879,0.5924581177909162,0.32572820774399275,0.004217239414740179,284.78435632808254,0.21738063129159854
2.826,45759.0,0.8454241770930201,-27.23477475675923,-1.247230200335072,0.9170410805363418,74,0.01971304975450039,0.023543231189250946,1.0209628343582153,4.781258157348633,-8.628835829162597,7.552135467529297,0.5856966220449324,0.31859651338977285,0.008813534418598912,284.78435632808254,0.21738063129159854
2.877,44982.0,0.887959950751256,-26.262527760948533,-0.8983803208570892,0.8605021596327197,74,0.029674451798200607,0.022584106773138046,1.0098592042922974,15.18279605255127,-10.04304614868164,26.67664909362793,0.572722638764538,0.3079300231019712,0.017024583620173818,284.78435632808254,0.21738063129159854
2.927,43977.0,0.920795695180803,-24.414222168891026,-0.8740716624639066,0.8712972904795986,74,0.03246396780014038,0.029041271656751633,0.9956810474395752,14.697796395874024,-17.536009939575194,43.645782470703125,0.5622171353508838,0.29454425010830376,0.026440011084309847,284.78435632808254,0.21738063129159854
2.977,44269.0,0.9475467017515561,-21.729561226824735,-1.0443203877616658,0.8073370493898799,74,0.03056240826845169,0.032323773950338364,0.9956128001213074,12.007210305786133,-18.245413931274413,57.57483673095703,0.5550714641718184,0.2856961881396427,0.032178713026718896,284.78435632808254,0.21738063129159854
3.028,44185.0,0.9713724077047089,-18.45926081929455,-1.0930185066878968,0.8558268602134276,74,0.03129620850086212,0.027986636385321617,0.9853294491767883,17.971909097290037,-16.05962863769531,70.18086242675781,0.5495012020117999,0.27686362987742175,0.03809559445206696,284.78435632808254,0.21738063129159854
3.078,43503.0,0.9930218806910873,-14.878495708734775,-1.153644597628105,0.8877611378449443,74,0.04173968359827995,0.026029596105217934,0.9907105565071106,20.507340005493162,-17.43207660522461,77.02552795410156,0.5443804859305692,0.2639258531986518,0.047315094598483605,284.78435632808254,0.21738063129159854
3.129,43809.0,0.005193229961564476,-11.191302159879156,-1.2710412148454846,0.6892122349305074,74,0.04345159977674484,0.025644531473517418,0.9858546853065491,21.96918540344238,-23.111281546020507,69.46980285644531,0.5388295466326144,0.2497765248705163,0.05684331710663392,284.78435632808254,0.21738063129159854
3.179,42765.0,1.0221275229195987,-7.950396048082051,-1.1231280627050635,0.6639653601668359,74,0.046218544244766235,0.02914164587855339,0.9791758060455322,30.559805444335936,-16.150527151489257,56.917274475097656,0.5323650334102712,0.23921271916558443,0.06512805976524616,284.78435632808254,0.21738063129159854
3.229,42993.0,1.0292604805187577,-5.342435328067939,-0.916489117033849,0.7403027997559626,74,0.041272372007369995,0.025192726403474808,0.9788336753845215,29.02417807922363,-14.6920568069458,47.60708999633789,0.5269840025194048,0.22211009577046897,0.07580329783878788,283.7056277056277,0.21738063129159854
3.28,42803.0,1.0373350954094978,-3.095939194710666,-0.9243918058232705,0.7354979637616431,74,0.04418535158038139,0.024937234818935394,0.9699848890304565,28.662359765625,-13.323181303405761,38.192535400390625,0.5255872374581376,0.20926900481016697,0.08106524463936449,283.7056277056277,0.21738063129159854
3.331,43741.0,1.0509063826948812,-1.4353440668212643,-0.9288739497413977,0.6947568442981145,74,0.04188380017876625,0.01801626943051815,0.9727878570556641,27.782061151123045,-10.349820288085937,30.818796157836914,0.5304802529486228,0.19002395466863323,0.08551348958477566,283.7056277056277,0.21738063129159854
3.381,44102.0,1.0710333959802756,0.2222500967861391,-0.9985055194871013,0.8670715244567353,74,0.0413658507168293,0.014125668443739414,0.9751845598220825,23.621645501708983,-2.7111457904815675,24.18351936340332,0.5368516997780877,0.1768031546004209,0.08810233639940197,283.7056277056277,0.21738063129159854
3.432,44530.0,1.0931956699531828,1.2240154784611696,-1.1060871201970153,0.8498170072258359,74,0.03871268033981323,0.019193457439541817,0.9867813587188721,20.593422463989256,-6.730998190307617,17.213821411132812,0.548444788508742,0.15622912029331032,0.08995451607795868,283.7056277056277,0.21738063129159854
3.482,44879.0,1.1214692376339936,1.8753952392359492,-1.058666700081686,0.6741659448831482,74,0.03810928389430046,0.021137990057468414,0.9920762777328491,21.99418883666992,-8.501577528381347,11.54882526397705,0.5591035522340947,0.1422612548227126,0.0906280650205883,283.7056277056277,0.21738063129159854
3.532,45007.0,1.1537100649291585,2.3139498880893634,-0.9696155952278038,0.5499586545341608,74,0.03038387931883335,0.016124404966831207,0.995444118976593,20.903906396484373,-7.593019159698486,6.775596618652344,0.5765705773731274,0.12169964082720999,0.09221661805339795,283.7056277056277,0.21738063129159854
3.583,45107.0,1.1841121723987378,2.5864438373418808,-0.8715427635033742,0.70886477794225,74,0.03159724548459053,0.015989257022738457,1.0033001899719238,17.011585763549803,-3.050528200531006,4.492019176483154,0.5884756730203159,0.10775960195846597,0.09347354320508044,283.7056277056277,0.21738063129159854
3.633,45089.0,1.2140413508963979,2.730861973803025,-1.4186817208333682,0.7831153606762239,74,0.030089503154158592,0.013157138600945473,1.0075286626815796,-7.104703852081299,2.4461344161987304,2.1011223793029785,0.6077556256985412,0.0872372470958729,0.09514112609116279,283.7056277056277,0.21738063129159854
3.683,45303.0,1.244663478823249,2.7490760974854433,-1.4258483866335,0.6947543912725399,74,0.020773382857441902,0.012102371081709862,1.009413242340088,-0.6524068202018738,-0.00016067568361759167,-0.3159661889076233,0.6211912544144992,0.07346734674133686,0.09577723788413602,283.7056277056277,0.21738063129159854
3.733,45401.0,1.2759658413021595,2.714658959475977,-1.1306178198114887,0.749641966699171,74,0.02000679075717926,0.014944142661988735,1.0113725662231445,4.539170793151856,4.32522377166748,-1.225258469581604,0.6432670147285529,0.05488656423032452,0.09660643639016712,283.7056277056277,0.21738063129159854
3.784,45480.0,1.3080451218042244,2.5794590593550186,-1.1421009790088914,0.7327097149557467,74,0.016860345378518105,0.008929389528930187,1.0049595832824707,-3.8730444396972654,2.038718787765503,-3.6348495483398438,0.6598842503019411,0.0447243252905708,0.09728826917235131,285.83235654899823,0.21738063129159854
3.834,45339.0,1.3389200982377252,2.386810451856402,-1.3620432962801152,0.6017194900818826,74,0.014267178252339363,0.007817483507096767,1.0138095617294312,-15.382950254821777,-1.86093333568573,-3.9459686279296875,0.6860204854485739,0.03191821867140779,0.09892120506349031,285.83235654899823,0.21738063129159854
3.884,45606.0,1.3701224189602035,2.159930013656891,-1.5010665751757977,0.5039243693538218,74,0.007702784612774849,0.004667710978537798,1.0105767250061035,-20.20492882385254,1.770937887763977,-5.129295349121094,0.7049453715422871,0.026034163594705194,0.09901148092657351,285.83235654899823,0.21738063129159854
3.934,45862.0,1.4055322556891345,1.9115036006436779,-1.6683263652888907,0.5072918864401755,74,0.0058676693588495255,0.0014331646962091327,1.0089824199676514,-28.074382254028322,4.033937303161621,-4.728731632232666,0.7334020261179238,0.019660375615240172,0.09874256823482543,285.83235654899823,0.21738063129159854
3.985,46100.0,1.4384134411129108,1.6956074023894832,-1.5785288734162892,0.47998495545687875,74,0.0020922739058732986,0.003439877647906542,1.0162814855575562,-25.03705353393555,2.819788781738281,-4.098355770111084,0.7502164163830707,0.016313796322738227,0.09804581836453889,285.83235654899823,0.21738063129159854
4.035,46244.0,0.00026196258962667206,1.522202992825397,-1.5595959493548852,0.5311904594808369,74,0.0020534067880362272,0.0028321531135588884,1.0213533639907837,-25.13019508972168,7.5077284255981445,-4.033853530883789,0.7726091328377108,0.01440035542535485,0.09737151800380471,285.83235654899823,0.21738063129159854
4.085,46143.0,1.511464658457671,1.2640834859006007,-1.342138489131715,0.4195785563346181,74,-0.001434250152669847,0.0023097721859812737,1.018344759941101,-25.05977959289551,4.675527898406982,-4.385733604431152,0.7852019475475687,0.015324350811439664,0.09773423606966573,285.83235654899823,0.21738063129159854
4.135,46263.0,1.5496117998570165,1.0209087920469322,-1.1897509481737765,0.41373771350925725,74,-0.0024361307732760906,0.008104780688881874,1.0288350582122803,-15.376576849365234,9.2348869720459,-5.752326011657715,0.8046160291748957,0.020918164166627597,0.09744291034443245,285.83235654899823,0.21738063129159854
4.186,46186.0,1.5840866602031327,0.7888854497932237,-0.4033648435235454,0.21524706909414437,74,0.0025134184397757053,-0.0013874561991542578,1.022966742515564,4.107159665679932,1.6246289888381957,-4.233079433441162,0.8281090505008164,0.03102532538774012,0.09886087245178324,285.83235654899823,0.21738063129159854
4.236,46163.0,1.6157521178419858,0.5358810938705498,-0.3217714892638865,0.07051308023302012,74,-0.0025071492418646812,-0.001652077422477305,1.0260181427001953,-9.295296141052246,4.817760793304443,-5.859874248504639,0.8431257301935999,0.039437192487604064,0.09901612596370933,285.83235654899823,0.21738063129159854
4.286,46525.0,1.6502623055434174,0.24687088653623454,-0.35736275401907147,0.12381735290643912,74,-0.002371999202296138,0.004072234965860844,1.0206433534622192,-7.149599977874756,0.6461442986488343,-4.96150016784668,0.8615263129785098,0.05316021585991809,0.09719038299128055,262.4064064064064,0.21738063129159854
4.337,47197.0,1.6900829369895285,-0.09662864673410991,-0.19680541913689903,0.16350416856245722,74,-0.0009531501564197242,-0.003933306317776442,1.0241986513137817,-0.7583621229171753,7.341524926757812,-6.491306304931641,0.8674728084461387,0.06279844722930639,0.09511918355293658,262.4064064064064,0.21738063129159854
4.387,46963.0,1.7308800660817016,-0.4410416187639797,-0.14225283918014178,0.4689657075945824,74,-0.0052354163490235806,0.0007276237010955811,1.0355024337768555,-5.9485640014648435,18.678570596313477,-7.729485034942627,0.8667873569858627,0.07229114921257018,0.09499986751943566,262.4064064064064,0.21738063129159854
4.438,46148.0,1.7676782854523974,-0.8384325542022715,-0.1811234870781987,0.48055696477356474,74,-0.0030995032284408808,-0.0048352996818721294,1.035286784172058,-3.07490510597229,13.511024324035645,-7.355640888214111,0.8620685058751725,0.08740880194204807,0.09830476046476475,262.4064064064064,0.21738063129159854
4.488,45848.0,1.7929375268491876,-1.1822316675414017,-0.18944758459483046,0.2721255221256251,74,0.005008552223443985,-0.005056458991020918,1.0399264097213745,-3.204410740280151,6.703077165222168,-6.97734260559082,0.8564929731789269,0.09784947002132353,0.10159317321943534,262.4064064064064,0.21738063129159854
4.538,44343.0,1.8064905080300007,-1.5567861540941272,-0.36295982527988246,0.17435880413564078,74,0.0029329191893339157,-0.0036751104053109884,1.0141894817352295,-9.146359869384765,7.187497464752197,-7.018790245056152,0.841258774270762,0.11260872554722695,0.11123289266902742,262.4064064064064,0.21738063129159854
4.589,42040.0,1.8038120541945504,-1.978576728436736,-0.45970323871517876,0.24114279294870242,74,-0.0021542031317949295,-0.0019595916382968426,0.9979698061943054,-11.083095022583008,9.749255982971192,-7.840061187744141,0.8219887101772295,0.12654641839389602,0.1265569930495598,262.4064064064064,0.21738063129159854
4.639,41200.0,1.7828803232275952,-2.329022135596825,-0.35280304955286984,0.2524239475856554,74,-0.0005700457259081304,-0.002351403934881091,0.9673981070518494,-3.064900347137451,5.065159646606445,-8.136497497558594,0.8072470975617453,0.13610236803757536,0.13991806630056508,262.4064064064064,0.21738063129159854
4.69,38201.0,1.741028642057023,-2.7913089928941726,-0.10312129912371061,-0.17575885658672144,74,0.0027791059110313654,-0.002960843499749899,0.9385064244270325,5.796422532653809,-6.712323816680908,-7.777745723724365,0.7860463562360587,0.14906309705809678,0.16332454406345862,262.4064064064064,0.21738063129159854
4.74,37790.0,1.6814979346796357,-3.145774235490497,0.030512823952700597,-0.19964848444372676,74,-0.000732571876142174,0.003421531291678548,0.9041227698326111,1.7111691747665405,-2.8566538414001466,-7.237107276916504,0.7723390134434036,0.15945595995962852,0.18118511008071841,262.4064064064064,0.21738063129159854
4.791,34815.0,1.607008747536421,-3.4926281170457827,-0.10531879651039215,-0.21539589400063755,74,0.006646017078310251,1.3091967957734596e-05,0.8803885579109192,0.7559650455474853,-7.346521528625488,-6.736752510070801,0.7423552163990655,0.17336118964374966,0.2093670524212475,262.4064064064064,0.21738063129159854
