time,thrust,velocity,yaw,pitch,roll,battery,x,y,z,yaw obs,pitch obs,roll obs,x obs,y obs,z obs,loop rate (Hz),target altitude (m)
0.0,0.0,0.0,0.06781004501923778,0.1779000496231036,0.010388466322471479,57,0.3695014733812386,0.9642226525819458,0.0,0.06730155923309798,0.18162546153232206,0.015465916161038182,0.36939296063129784,0.9640339530340427,0.0,283.5833591109901,0.0
0.05,0.0,0.0,0.06235380347377201,0.15114698382305697,0.025296268971424615,57,0.3716763694086572,0.9648515714442045,0.0,0.06280722431032507,0.15557575107000404,0.042076371687254664,0.370873986292797,0.9645703258206161,0.0,283.5833591109901,0.0
0.101,0.0,0.0,0.06442917419035701,0.14881256537603813,0.03432346088776813,57,0.3710355631131375,0.9638672296634301,0.0,0.06409945243756306,0.15802274569895447,0.03590371949871906,0.3711209112655088,0.9638682328534017,5.862752956447961e-06,283.5833591109901,0.0
0.151,0.0,0.0,0.061989059984038405,0.13289502431204941,0.01988410147346673,57,0.36837141580827254,0.9616589125677713,0.0,0.06325182455053302,0.12160935836846083,0.015513778177632125,0.3686576483426852,0.9620784679907001,4.1575752066215606e-05,283.5833591109901,0.0
0.201,0.0,0.0,0.060400401528184634,0.22832763843552387,0.03471091208806442,57,0.36834876728435895,0.9613987031546416,0.0,0.061429543245887355,0.20101493485501382,0.04141670252128568,0.3682036128112231,0.9612182477912293,0.0,283.5833591109901,0.0
0.252,0.0,0.0,0.060121792386693046,0.23900999417524976,0.03234471165625898,57,0.3672775314886599,0.9615893639011026,0.0,0.061083714569041075,0.24063004847262226,0.029529245771016656,0.36740525872436997,0.9614887806017662,5.930011985678573e-06,283.5833591109901,0.0
0.302,0.0,0.0,0.0590722847547208,0.1929288646131628,0.046212698017068475,57,0.3661916755725527,0.9617496440668967,0.0,0.05948064537691104,0.19608803865932659,0.036795417659307855,0.36605606063658713,0.9618072386372037,0.0,283.5833591109901,0.0
0.352,0.0,0.0,0.058144030113757246,0.21048604227179057,0.024465850327096358,57,0.36390509387171727,0.9612316208496545,0.0,0.05766926645487726,0.2028776697174248,0.03545641612115065,0.36453616933809196,0.9615516466707952,5.248625902660733e-05,285.17652441344393,0.0
0.402,0.0,0.0,0.05936621083450004,0.2016640058310191,0.06805833083148749,57,0.36014031543103997,0.9598406355400136,0.0,0.058783181780474064,0.2085171260246826,0.07315654290166547,0.3600689215237104,0.9600169133447733,1.66961826257358e-05,285.17652441344393,0.0
0.452,0.0,0.0,0.05775188271751734,0.19862440418614571,0.11882546576751106,57,0.3575326596945352,0.959177407524301,0.0,0.0584309483832624,0.1954767006454795,0.11986091324676391,0.35771215517310073,0.9588728974401476,0.0,285.17652441344393,0.0
