time,thrust,velocity,yaw,pitch,roll,battery,x,y,z,yaw obs,pitch obs,roll obs,x obs,y obs,z obs,loop rate (Hz),target altitude (m)
0.0,0.0,0.0,0.17220420054695137,-0.13049520932360154,0.9361742287379992,62,0.49141905351109144,0.5338241983628866,0.0,0.17165543590697205,-0.13210164535383623,0.9379092355121411,0.4915412383891727,0.533757113592114,4.442929381988501e-06,285.46144867315417,0.0
0.051,0.0,0.0,0.17193198355052264,-0.1333867755830935,0.9481297111590702,62,0.4908571077385851,0.533526127023367,0.0,0.1727821196128985,-0.134615846520801,0.9406243779914286,0.49079540617392053,0.5335746746892742,5.360446981567281e-07,285.46144867315417,0.0
0.101,0.0,0.0,0.16819074977936319,-0.13854067277605048,0.9001187380396498,62,0.4916113881799137,0.532437493630976,0.0,0.1686065129215387,-0.14330840700256325,0.9260951753573606,0.4913308044632756,0.532241019060581,0.0,285.46144867315417,0.0
0.152,0.0,0.0,0.1666007414320335,-0.11640956143213084,0.9483424953191985,62,0.49114737414720555,0.5331658671950973,0.0,0.16831632388722875,-0.1227764526545841,0.9336919445851608,0.49112144122267487,0.5332581252785109,0.0,285.46144867315417,0.0
0.202,0.0,0.0,0.16710886565182653,-0.11603899526025278,0.9449261417553465,62,0.4900893014171977,0.5348664081144855,0.0,0.16767596121421555,-0.10808521162963924,0.9451999391460985,0.4901869462836082,0.5344312088146616,0.0,285.46144867315417,0.0
0.253,0.0,0.0,0.16220598462024757,-0.10173227616188331,0.9312468521392127,62,0.4888628555914767,0.5388218696697634,0.0,0.16365233915046198,-0.11072787293728634,0.9337644568655838,0.4885498379884644,0.5392531183542913,0.0,285.46144867315417,0.0
0.303,0.0,0.0,0.1653666284477453,-0.09944060382523395,0.9401051509406676,62,0.4853820934362706,0.5441657343118301,0.0,0.16471886191977894,-0.0878308099801463,0.929739719323146,0.4857027551185447,0.5440823650378762,0.0,285.46144867315417,0.0
0.353,0.0,0.0,0.16510494214280746,-0.10899462666587117,0.9393556955943979,62,0.4846324365446511,0.5462897065002564,0.0,0.1649153623131763,-0.10348265585584179,0.9370831029247588,0.4845150937893517,0.5467387948193547,0.0,285.46144867315417,0.0
0.403,0.0,0.0,0.16271945637491944,-0.10605382668451463,0.9562583486825804,62,0.4831116534075695,0.5480199017808536,0.0,0.16408712032490555,-0.12058959111487091,0.9454119992642102,0.48367119903235756,0.5483440800022344,0.0,285.8858174125695,0.0
0.453,0.0,0.0,0.1608499195296943,-0.07338849903142204,0.9099499632428261,62,0.4819583337517452,0.5481140315642757,0.0,0.16012521581396888,-0.08042920458022508,0.9284536463404979,0.4819653726751992,0.548385497977698,1.035222838636789e-05,285.8858174125695,0.0
0.504,0.0,0.0,0.15917668423169967,-0.07594763512370321,0.916554102406392,62,0.4817756848660224,0.5482772215311886,0.0,0.15972368852104668,-0.07253450571834291,0.9157134086599248,0.48158265723036386,0.5483153411391165,0.0,285.8858174125695,0.0
0.554,0.0,0.0,0.15756428055497432,-0.09237683910566605,0.9134133623784437,62,0.48321236343897994,0.5493732648189947,0.0,0.1577002834387485,-0.09011911198041477,0.9331274712265991,0.4833308277578532,0.5494666366436862,3.951052929213445e-06,285.8858174125695,0.0
0.604,0.0,0.0,0.15708012070591384,-0.10139142167909163,0.9328593885355364,62,0.4833677349701316,0.5510241280496906,0.0,0.15678923648532486,-0.0956803969740135,0.9080608346704916,0.4833353448290541,0.5512064458830219,2.0412121203912707e-09,285.8858174125695,0.0
0.655,0.0,0.0,0.1540707550507073,-0.10403208945864441,0.9548098322587114,62,0.48343821913856294,0.5537206014208161,0.0,0.15553042194525846,-0.10391777026139547,0.9314998196058822,0.4833977843260561,0.5540830658447808,0.0,285.8858174125695,0.0
