time (s),yaw,pitch,roll,battery,altitude (m),loop rate (Hz),target altitude (m)
0.0,18.473087110922958,-0.9493428921720248,-0.4150332782877865,53,0.017908712825572732,298.69705170203673,0.0
0.051,18.473546840485678,-0.9512606345029357,-0.4209115984700202,53,0.013417649670767796,298.69705170203673,0.0
0.101,18.469357279984024,-0.9328503725847863,-0.4155398574151162,53,0.012661676436519713,298.69705170203673,0.0
0.152,18.475018699196713,-0.8464206478469074,-0.4059811281470072,53,0.0,298.69705170203673,0.01
0.202,18.496163929101126,-1.008575665191383,-0.39550447193055477,53,0.0,298.69705170203673,0.021666666666666667
0.256,18.511953092537617,-1.0366790675275583,-0.3664591169812493,53,0.014514296697333916,298.69705170203673,0.03166666666666667
0.309,18.586457184278512,-1.0672134393533828,-0.25213115079975085,53,0.026713382728921282,298.69705170203673,0.04416666666666667
0.36,18.74981870628056,-0.5640939429009555,-0.34695852419668755,53,0.03582460842960176,298.69705170203673,0.05666666666666667
0.413,18.756930064022836,-0.11716756116442083,-0.423646496095079,53,0.03956460785053315,298.69705170203673,0.06916666666666667
0.465,18.373790072534426,-0.3454219937216468,-0.35143128994904077,53,0.04483783299605277,298.69705170203673,0.0825
0.515,17.9810615598204,-0.5554483577864776,-0.338443962373624,53,0.04452524992479533,298.69705170203673,0.095
0.567,17.464305002431356,-0.1391821918504763,-0.0540794406099359,53,0.05058631021925249,294.35777949329776,0.10750000000000001
0.639,17.034216966588104,-0.3164831233491464,0.22931939192648756,53,0.06003851992075982,294.35777949329776,0.11750000000000001
0.69,15.883228360720604,0.19395327707736454,0.2625414872217458,53,0.06187983706617464,294.35777949329776,0.125
0.743,14.913812769528557,-0.3720601771724887,0.06654794023050138,53,0.07141552611752797,294.35777949329776,0.13333333333333333
0.796,13.65666476770215,-1.3213402315380132,0.4508696851704585,53,0.07911990642060152,294.35777949329776,0.14666666666666667
0.848,12.913721993021081,-0.32361111052424313,1.1436330418509053,53,0.083710068698033,294.35777949329776,0.1575
0.898,12.49693789860461,0.017990548684885185,0.8319068743566171,53,0.08464636168394958,294.35777949329776,0.17
0.949,12.22058735942434,-0.282182082983993,0.5550474405637625,53,0.08025719539634446,294.35777949329776,0.18250000000000002
1.001,11.745984853848054,-1.2623307869178289,0.4292271340815566,53,0.07847601351753274,294.35777949329776,0.19583333333333336
1.055,11.58075819021175,-0.4146389294154895,0.7709373327923903,53,0.07488189222275667,294.35777949329776,0.20916666666666667
1.108,11.559595194044586,-0.04160764589565485,0.8415083952767373,53,0.0919703578497737,294.35777949329776,0.22083333333333335
1.161,11.53700560404017,-0.10089609963573222,0.5667805189732239,53,0.0930545594077558,299.9359267734554,0.2341666666666667
1.215,11.535527054528417,0.07028234591191608,0.27556463309485785,53,0.09498505433139937,299.9359267734554,0.24500000000000002
1.266,11.675738151115354,0.032863927705309125,1.0220382827863157,53,0.10039184962326031,299.9359267734554,0.2575
1.319,11.965883570105179,0.12174310916335902,0.5554432963748955,53,0.10556744130429292,299.9359267734554,0.27
1.37,12.257671387255016,0.3433643421151792,-0.04257651327711055,53,0.123098365936249,299.9359267734554,0.28250000000000003
1.421,12.515850218947264,0.18380793225061928,0.6974123675495006,53,0.13304188080104756,299.9359267734554,0.29500000000000004
1.476,12.666480508477264,0.035509971622652646,0.6045087206556716,53,0.14046699348021427,299.9359267734554,0.30833333333333335
1.528,12.816593290086246,0.053298279310801985,0.13229762342223378,53,0.13902595276853205,299.9359267734554,0.3216666666666667
1.58,12.909795288726173,0.02822726449190571,0.8163667826129873,53,0.15129812194503364,299.9359267734554,0.33416666666666667
1.631,12.975130109222619,-0.2761643643277233,0.7532074555857304,53,0.15777030625543303,299.9359267734554,0.3466666666666667
1.685,13.12766303301083,-0.39152303044558484,0.5240667172061164,53,0.16612007635040435,287.0255252172723,0.36000000000000004
1.736,13.280179138987645,-0.29107118279538857,0.5201398577077101,53,0.16116658181827953,287.0255252172723,0.3725
1.786,13.359931722161319,-0.3542405822769386,0.5602563690449867,53,0.15842697809976772,287.0255252172723,0.38583333333333336
1.837,13.4654654769713,-0.3721450673623573,0.4517335017187374,53,0.15738941346014287,287.0255252172723,0.3983333333333334
1.888,13.578746624536846,-0.46316904323760927,0.46295460142218786,53,0.15084622176000714,287.0255252172723,0.40750000000000003
