time (s),yaw,pitch,roll,battery,altitude (m),loop rate (Hz),target altitude (m)
0.0,153.404777684835,0.5002303550712743,0.5592881078964427,66,-0.09648490697145462,285.6571545324525,0.0
0.05,153.40525024624773,0.5224359966041552,0.5948571238568868,66,-0.09329189360141754,285.6571545324525,0.0
0.101,153.4063302029688,0.5105454320588744,0.5588248514274083,66,-0.08951360732316971,285.6571545324525,0.0
0.151,153.4061878505013,0.5045079134905832,0.6031744576949328,66,-0.08771725744009018,285.6571545324525,0.0016666666666666668
0.201,153.40875560634598,0.4761933907084477,0.6584872155486682,66,-0.08923730999231339,285.6571545324525,0.013333333333333334
0.252,153.39202073947686,0.63203151204117,0.8258522372523184,66,-0.08298526704311371,285.6571545324525,0.025
0.303,153.3813934739798,0.4161045722628806,0.6923361903452008,66,-0.08447703719139099,279.47121535181236,0.037500000000000006
0.353,153.37077283731816,0.3279750667851198,0.5294273975421433,66,-0.08381831645965576,279.47121535181236,0.04916666666666667
0.404,153.3452489171161,0.42047932779071656,0.6676708672135107,66,-0.08563567698001862,279.47121535181236,0.060833333333333336
0.454,153.31266935535285,0.3211995864129892,0.37750580375869036,66,-0.08134519308805466,279.47121535181236,0.07250000000000001
0.504,153.30373147281597,0.49445570489719026,0.6623604821944411,66,-0.08268948644399643,279.47121535181236,0.08416666666666667
0.555,153.28818315940526,0.3455743058326052,0.5319838505793557,66,-0.08787449449300766,279.47121535181236,0.09583333333333334
0.605,153.27896230270917,0.32932121298685213,0.6181385797457621,66,-0.08739273995161057,279.47121535181236,0.10833333333333334
0.655,153.24111438806256,0.35789239954163776,0.5911153626403657,66,-0.08624158054590225,279.47121535181236,0.12000000000000001
0.705,153.19682895063775,0.2273731301154701,0.6133685714897,66,-0.08914947509765625,279.47121535181236,0.13166666666666668
0.756,153.13055826714532,0.5366185174083601,0.5480545511604025,66,-0.08856313675642014,279.47121535181236,0.14333333333333334
0.806,153.11327263492802,0.19144702346838335,0.6145930860160074,66,-0.09224870800971985,279.47121535181236,0.15583333333333335
0.857,153.0631840403284,0.5365462913555383,0.6374567225225429,66,-0.0973331555724144,286.00777361063757,0.1675
0.907,152.8138830249563,0.6803940954115466,0.7706397797096857,66,-0.0976264625787735,286.00777361063757,0.17916666666666667
0.957,152.11645845790986,1.2187329299061775,0.10399941710201768,66,-0.09642945230007172,286.00777361063757,0.19083333333333335
1.007,150.68655142505736,0.45963479420837333,-0.012356092144231303,66,-0.10007301717996597,286.00777361063757,0.2025
1.058,147.8657430115834,1.2701449834057312,0.5621633132423423,66,-0.10509827733039856,286.00777361063757,0.21500000000000002
1.109,144.42254393227975,1.0792835206812645,-1.4564388591615334,66,-0.1094091385602951,286.00777361063757,0.22666666666666668
1.159,140.36690714228075,1.0089618610709907,0.4545663167032381,66,-0.11578309535980225,286.00777361063757,0.23833333333333334
1.209,136.00485727661703,2.2686540324420172,2.0236267935403744,66,-0.12243404984474182,286.00777361063757,0.25
1.26,131.2180900188248,0.653831207968088,0.5915642956799765,66,-0.1256241351366043,286.00777361063757,0.2625
1.31,123.45768592257058,0.4716207411698859,-0.7126656776008934,66,-0.13447685539722443,286.00777361063757,0.27416666666666667
1.36,114.92020850184396,1.962380181461298,1.7472944196425815,66,-0.13290797173976898,283.4563762924917,0.28583333333333333
1.41,106.22136647712593,2.6095340466907664,2.0909382084108206,66,-0.13534337282180786,283.4563762924917,0.29750000000000004
1.461,99.06168051428884,1.7924989808594456,0.3532806478168903,66,-0.13329555094242096,283.4563762924917,0.3091666666666667
1.511,90.01879895078653,0.799843309785774,0.456634375493056,66,-0.12024827301502228,283.4563762924917,0.32083333333333336
1.561,82.69418710129301,0.8964842842949038,0.7904066504843877,66,-0.11701551079750061,283.4563762924917,0.33333333333333337
1.612,75.34981141837832,1.0012262358792747,1.1907556052646247,66,-0.12565915286540985,283.4563762924917,0.34500000000000003
1.662,69.58190416244159,0.8538524004780539,1.234728579618773,66,-0.11386468261480331,283.4563762924917,0.3566666666666667
1.713,65.02697081537168,0.9323408534434364,1.0372781572019156,66,-0.10042581707239151,283.4563762924917,0.3691666666666667
1.763,61.32645498248146,0.14726483995696546,0.27177152175624353,66,-0.0843329131603241,283.4563762924917,0.38083333333333336
1.814,58.24398021757385,-0.4287245220193558,0.2875339335618288,66,-0.06769517064094543,283.4563762924917,0.3925
1.864,55.86593164006787,-0.4956972309736749,0.9033722915545909,66,-0.05425521358847618,283.4563762924917,0.4041666666666667
1.915,54.070559328548164,-0.1393505620745002,1.2051365784338632,66,-0.05514096841216087,286.98624700650015,0.4166666666666667
1.965,53.26789225882137,-0.3256767049470702,0.33856800984616087,66,-0.033277060836553574,286.98624700650015,0.42833333333333334
2.015,53.34257942551223,-0.15395830077498632,0.6042881167969716,66,-0.027065400034189224,286.98624700650015,0.44
2.065,54.04491384272161,-0.13732867669241927,0.8951649135506667,66,-0.02240751124918461,286.98624700650015,0.4516666666666667
2.116,54.740039595308666,-0.027568086738233823,0.693964615692751,66,-0.01680847443640232,286.98624700650015,0.46416666666666667
2.166,55.52874856382234,0.02264062126789215,0.7020698960866952,66,-1.5675190297770314e-05,286.98624700650015,0.4758333333333334
2.217,56.25156104240616,-0.1948894002600927,0.6307610175866883,66,0.007881609722971916,286.98624700650015,0.48750000000000004
2.267,57.12157064151009,-0.12358874860313396,0.8581290080120666,66,0.026878604665398598,286.98624700650015,0.4991666666666667
2.317,57.854505527057455,0.0928206698880051,1.2112897058913585,66,0.04661540314555168,286.98624700650015,0.5116666666666667
2.368,58.75930429555231,0.12413944233412075,1.4093502573473868,66,0.07739522308111191,286.98624700650015,0.5233333333333333
2.418,59.40272668505716,0.25450223680259443,1.40514003468577,66,0.10101087391376495,286.98624700650015,0.535
2.469,59.85377926792355,0.26120323533965273,1.4266233072157988,66,0.11813696473836899,275.85031239723776,0.5466666666666667
2.519,60.28493970662498,0.25780660237933106,1.4263009707309005,66,0.14119209349155426,275.85031239723776,0.5591666666666667
2.569,60.62404096765954,0.13914476517554136,1.5768219684390787,66,0.1700560748577118,275.85031239723776,0.5708333333333334
2.62,60.92464371593019,0.1739740111507635,1.5502986002048276,66,0.19487756490707397,275.85031239723776,0.5825
2.67,61.293687294410105,0.31995432053651185,1.4977314867508038,66,0.21962296962738037,275.85031239723776,0.5941666666666667
2.721,61.564605252782705,0.37734608257877045,1.772375640930165,66,0.24639053642749786,275.85031239723776,0.6058333333333333
2.771,61.82034137011021,0.5212582995468951,1.7514445500282438,66,0.2742002308368683,275.85031239723776,0.6175
2.821,62.054935186976074,0.5130161843489596,1.5819621727902902,66,0.30047091841697693,275.85031239723776,0.625
2.871,62.259808677472954,0.49768196426808814,1.9039487341776535,66,0.32830432057380676,275.85031239723776,0.625
2.922,62.44197378050215,0.5468788140131667,2.0048951272399744,66,0.3538181483745575,275.85031239723776,0.625
2.972,62.627738929127865,0.5972833997753751,1.8182741954563337,66,0.3795608878135681,276.4685254762376,0.625
3.022,62.776883354185415,0.690229211554533,1.8108855166017033,66,0.39878737926483154,276.4685254762376,0.625
3.072,61.003011088188025,-37.9237551718288,17.936115944789158,66,0.41980352997779846,276.4685254762376,0.625
3.123,52.986835718877956,-16.271136574130693,0.7810083633926436,66,0.4532352685928345,276.4685254762376,0.625
3.173,50.905066964300204,2.197938926313504,2.251647663548694,66,0.49435046315193176,276.4685254762376,0.625
3.224,50.34928245942626,2.441943061005954,3.3533073215325615,66,0.5211890935897827,276.4685254762376,0.625
3.274,51.33484405736942,-0.46862567433376284,1.1600522166939873,66,0.5400766730308533,276.4685254762376,0.625
3.324,52.63205778322061,-0.9822691598524861,-0.08617892040560622,66,0.561076283454895,276.4685254762376,0.625
3.375,54.4549007957179,0.31747195405658646,0.5244686504945263,66,0.5833171010017395,276.4685254762376,0.625
3.425,56.4470022648942,0.33440549496926625,0.06372565138618373,66,0.6020727157592773,276.4685254762376,0.625
3.475,58.28095113593407,-0.20819304070019656,-0.16765014328099562,66,0.6031777858734131,276.4685254762376,0.625
3.526,59.98132689147623,-0.31640314582633405,0.04912348864957143,66,0.5987057089805603,285.03594971117906,0.625
3.576,61.91208164114266,-0.3910843240179106,0.2607846118365028,66,0.5943924784660339,285.03594971117906,0.625
3.626,63.42549051141068,-0.6489827239029614,-0.1941904759629029,66,0.5812004804611206,285.03594971117906,0.625
3.676,64.55953698178236,-0.391041510943825,-0.2923012117247896,66,0.5604178309440613,285.03594971117906,0.625
3.727,65.65141123743606,-0.52011669851354,-0.07372945598453187,66,0.5403562188148499,285.03594971117906,0.625
3.777,66.52833933200499,-0.4161716984613812,-0.016003794931576446,66,0.5193803310394287,285.03594971117906,0.625
3.828,67.26990069471584,0.09255690134890934,0.014792210933485166,66,0.500946581363678,285.03594971117906,0.625
3.879,67.54126755476011,0.48930634711309384,0.045563705165243044,66,0.4740019142627716,285.03594971117906,0.625
3.929,67.94043059569698,0.5707748907538673,0.783756395012687,66,0.4476257264614105,285.03594971117906,0.625
