time,thrust,velocity,yaw,pitch,roll,battery,x,y,z,yaw obs,pitch obs,roll obs,x obs,y obs,z obs,loop rate (Hz),target altitude (m)
0.0,0.0,-4.252972463974972e-25,-7.782212435692678,-0.15847790722648086,0.4768602077694501,51,0.5025796442576391,0.5587796655917812,7.452191432305254e-24,-7.781833251180942,-0.16855325671202465,0.4802388263462429,0.5022904365837035,0.5581477433205796,0.0,285.7551076796193,0.0
0.05,0.0,-3.1295274101766208e-25,-7.780086159821915,-0.18212842471094456,0.4773539625502022,51,0.5050389707457399,0.5604541001231309,-1.559525189286584e-23,-7.780654767886082,-0.18096511025645917,0.47083506962047733,0.5054326490757358,0.5607972552263906,0.0,285.7551076796193,0.0
0.101,0.0,-2.382539582227809e-25,-7.781600369903309,-0.177144550129245,0.43898687399527814,51,0.5066287569535893,0.5601848038848432,-2.2338894604790642e-23,-7.782266679799831,-0.1674730507029191,0.47073424611288506,0.5067558170829862,0.5605200445286581,5.777960600539512e-06,285.7551076796193,0.0
0.151,0.0,-4.47922322530555e-25,-7.783088106135615,-0.1332479576478451,0.46951176281474566,51,0.5087757813380296,0.5585113445098906,-4.2569125761287644e-23,-7.78362470829158,-0.15056758248573532,0.4503606088934366,0.5091090881931508,0.5583014454898299,0.0,285.7551076796193,0.0
0.201,0.0,2.225551029459465e-25,-7.782281981132099,-0.13329781165775945,0.5161820478534428,51,0.5116390206042911,0.5583386567619831,-2.1183451459525554e-23,-7.782163864342917,-0.13869061017173565,0.5127886498400426,0.5119561215476249,0.5581789025292827,0.0,285.7551076796193,0.0
0.251,0.0,-4.761911092021454e-27,-7.785936411407176,-0.15340925462099597,0.49130353712407304,51,0.5115432209544596,0.5589116690609864,-2.015150803438672e-23,-7.784611352249261,-0.13831881972618829,0.49756554548541854,0.5116402761980097,0.5590115700811157,0.0,285.7551076796193,0.0
0.301,0.0,-9.617068206836535e-27,-7.788627941117774,-0.14417996611313635,0.4856854973996072,51,0.5114540166684717,0.5589717462328503,-2.0547171431704194e-23,-7.7880623797475135,-0.14951769980294938,0.47728845002921005,0.5111976888321879,0.5588661112075252,0.0,285.7551076796193,0.0
0.351,0.0,9.10879977051512e-27,-7.790247618771782,-0.14127507182679708,0.4543784577436886,51,0.5121576784534599,0.5593376851002407,-2.0862766031423977e-23,-7.789429319655983,-0.13715529916037758,0.46506730302973986,0.5122673816566529,0.5594149781193459,0.0,285.7551076796193,0.0
0.402,0.0,3.792296255909007e-25,-7.788676027782634,-0.11689440321889386,0.4809604397689079,51,0.5101189804840702,0.559993377791353,-8.286337312803201e-24,-7.7901642522879255,-0.12500748909351272,0.4764247064844605,0.5103758364018752,0.5600482941635958,0.0,286.3442431744333,0.0
0.452,0.0,-5.647414339813257e-26,-7.790602146122023,-0.14704541986035494,0.4759488543007736,51,0.5081381604975616,0.5602201599904784,-8.267243051365105e-24,-7.790633251461839,-0.14506583772216256,0.4718046446766913,0.5078072222355923,0.5603127697912854,0.0,286.3442431744333,0.0
0.503,0.0,-1.1537927805093598e-25,-7.788920398961887,-0.14328135895132324,0.5087469462988282,51,0.5082249839632301,0.5609575916630876,-1.605825928092704e-23,-7.789849340025496,-0.1482271939328829,0.4940579839477143,0.5081298907316153,0.5609166255951432,0.0,286.3442431744333,0.0
0.553,0.0,9.633636457126709e-26,-7.790372741151293,-0.14143183753550698,0.49239850023838705,51,0.5080352860016525,0.5613272393452665,-1.5516386782871178e-23,-7.791134881387867,-0.11887077076934306,0.4788370605673244,0.5080340659587218,0.5614442362058373,1.4865200484932942e-06,286.3442431744333,0.0
0.603,0.0,-3.021652113597011e-26,-7.791093131941438,-0.14665938607827153,0.504730257230882,51,0.5080857257248814,0.5604509644837274,-1.7532906129268157e-23,-7.790806395313657,-0.1469759617964,0.5045709263231706,0.5078525394410409,0.5606085595209709,0.0,286.3442431744333,0.0
