time (s),yaw,pitch,roll,battery,acc_x,acc_y,acc_z,gyro_roll,gyro_pitch,gyro_yaw,x (m),y (m),altitude (m),loop rate (Hz),target altitude (m)
0.0,359.91524149389676,-0.31106437371631185,0.2134218012846939,69,0.005282928701490164,0.004091501235961914,0.9943477511405945,-0.03772285311818123,0.01568944547176361,-0.03776336833834648,0.1458387690107346,0.2490035372520298,0.0,285.2879880288396,0.0
0.051,359.916752977068,-0.3049292984274527,0.21559842783066424,69,0.006919064559042454,0.004395059309899807,1.0001851320266724,0.003444517856836319,-0.005459949561953545,-0.009635692462325096,0.14874471299802486,0.25844826336026777,0.0,285.2879880288396,0.0
0.101,359.92072249403265,-0.3053990128297669,0.2120353787416422,69,0.006845150142908096,0.0004554454644676298,0.9938568472862244,-0.12231057240962982,0.13724848423004152,-0.04194320738315582,0.15065966620156657,0.2648637119315249,0.0,289.40205616504517,0.0
0.155,359.9195468630796,-0.312329835303735,0.21277124055134525,70,0.005522976629436016,0.0017420880030840635,0.9926702380180359,-0.05962652071714401,0.0406291166305542,-0.05947773531079292,0.15349946533452277,0.2746671161988342,0.0,289.40205616504517,0.0
0.206,359.91991688084187,-0.33016804169820596,0.2013019923688694,70,0.004288288298994303,0.003963270224630833,0.9964712262153625,0.02492859669625759,-0.11241626944541931,0.001557503012008965,0.15537273185246084,0.28132154900197215,0.0,289.40205616504517,0.0
0.256,359.91990533878686,-0.3141994452426343,0.17712422187152865,70,0.00527733750641346,0.0017925307620316744,0.9949235916137695,-0.0005210725251585243,0.20336232874393464,-0.08385363221168518,0.15815574341423386,0.29148011892250913,0.0,289.40205616504517,0.0
0.307,359.9214737854941,-0.32570054809860566,0.1882663319588038,70,0.005904518999159336,0.0024035777896642685,0.9955193996429443,-0.09590192987918854,-0.07001392748355866,-0.02240276336669922,0.15999108966582354,0.2983695977397223,0.0,289.40205616504517,0.0
0.357,359.9273071898401,-0.31599958692851415,0.15752173744406078,70,0.0035063226241618395,0.004545312374830246,0.9926483035087585,-0.031430767023563386,-0.02519388701915741,0.1468590795993805,0.1627158880874364,0.30887725320108733,0.0,289.40205616504517,0.0
0.407,359.92513682612963,-0.28262992275502363,0.18198188390731584,70,0.005499720573425293,0.0038363600615411997,0.9958621859550476,-0.15017006649971007,-0.05062713306546211,0.04766964167356491,0.16540224415022922,0.3195853860026508,0.0,289.40205616504517,0.0
0.458,359.9263395558019,-0.28333896533417596,0.19857428744586528,70,0.004104856867343187,0.006113872397691011,0.995953381061554,-0.023925823265314103,0.09652314130067825,-0.08616142719984055,0.16716563182891447,0.32683757781030753,0.0,289.40205616504517,0.0
0.508,359.92902682985374,-0.27211091248257985,0.25365979777046005,70,0.005653664004057646,0.005102768074721098,0.9957934021949768,-0.13292885675430297,-0.020556610265374184,0.028184615075588226,0.1697644286522464,0.3378930614723849,0.0,289.40205616504517,0.0
0.558,359.92960021758864,-0.2876816076800174,0.20264985547438868,70,0.006076101213693619,0.0039255134761333466,0.994861900806427,-0.01507534562945366,-0.17942963745594023,-0.06789469718933105,0.1714632796414276,0.3453875719529616,0.0,289.40205616504517,0.0
0.609,359.9286270141448,-0.2900301154359918,0.20928379665713215,70,0.005057869013398886,0.004157841671258211,0.9953833222389221,-0.2349650199651718,-0.21754260566234587,0.07437405735254288,0.1739613849959577,0.35681084963438936,0.0,289.40205616504517,0.0
0.659,359.9239305257152,-0.2964280512110713,0.21857802673338728,70,0.004290588200092316,0.003758606966584921,0.9948784112930298,-0.1776423688173294,-0.31190061774253847,-0.004589672200381756,0.17559311943296657,0.36454857321513556,0.0,285.0553214625527,0.0
