time (s),yaw,pitch,roll,battery,x reading (m),y reading (m),z reading(m),altitude (m),loop rate (Hz),target altitude (m)
0.0,12.545872504227463,1.3410203598769947,-0.37094266082433275,63,0.8445243835449219,1.0405490398406982,0.33834952116012573,0.2363434898507907,285.5210347174949,0.0
0.05,12.54544695198734,1.2649862529880076,-0.23433775359272788,63,0.8515018224716187,1.0405843257904053,0.3418077528476715,0.24054522091297814,285.5210347174949,0.0
0.101,12.546288467852335,1.3315194300170645,-0.3078820911051223,63,0.8513802289962769,1.0407220125198364,0.3409959673881531,0.24300860914827033,285.5210347174949,0.0
0.151,12.547018839368286,1.2974958874322684,-0.3423918840808855,63,0.866168737411499,1.0410019159317017,0.35157808661460876,0.2500023401266572,285.5210347174949,0.0
0.203,12.546399360043804,1.3563039178864746,-0.2827713224880273,63,0.8757320046424866,1.0495773553848267,0.3543274700641632,0.2582248788441757,259.05157186091037,0.0
0.253,12.549462738132743,1.3543613422235123,-0.41350894559417223,63,0.8732763528823853,1.0480395555496216,0.35409000515937805,0.26221799885791575,259.05157186091037,0.0
0.303,12.549630472026307,1.4260156721665715,-0.2162370784387268,63,0.8742390871047974,1.0480948686599731,0.35583001375198364,0.2661197130050984,259.05157186091037,0.0
0.354,12.55186866524204,1.30296493266462,-0.32507528972176547,63,0.8708417415618896,1.0523958206176758,0.3470556437969208,0.2627727213867145,259.05157186091037,0.0
0.404,12.55275652399105,1.3440191402555113,-0.23671866814326073,63,0.8713175058364868,1.0489507913589478,0.3520351052284241,0.26171981351509066,259.05157186091037,0.0
0.456,12.554150017569754,1.3166776743811393,-0.2428208104996508,63,0.874018132686615,1.047423243522644,0.3549917936325073,0.26165676363798385,259.05157186091037,0.0
0.506,12.554024606767095,1.3449602263596265,-0.3830899006629245,63,0.8732937574386597,1.06136953830719,0.33937323093414307,0.2545303112597959,259.05157186091037,0.0
0.557,12.553169704455543,1.217187888845304,-0.35500876771428513,63,0.8715085983276367,1.0608940124511719,0.33752304315567017,0.24541008878137305,259.05157186091037,0.0
0.607,12.553673606898101,1.3008612007469658,-0.19845416573813712,63,0.8753122687339783,1.0612430572509766,0.3398960828781128,0.24522049025385878,259.05157186091037,0.0
0.662,12.551268929542598,1.3080889043142443,-0.23472813409116583,63,0.874934196472168,1.0580825805664062,0.34111660718917847,0.24530263931543111,259.05157186091037,0.0
0.714,12.551868027467496,1.3045765198818828,-0.17162021617611178,63,0.8734784126281738,1.0541715621948242,0.3445986211299896,0.24885839550003688,259.05157186091037,0.0
0.764,12.552470441277846,1.2899056754390128,-0.32009935279687546,63,0.8744570016860962,1.0474724769592285,0.347087025642395,0.25208328603023145,273.38704210663536,0.0
0.815,12.5523427002874,1.309530459984101,-0.2810141567688501,63,0.8623038530349731,1.0483318567276,0.3393588960170746,0.2495699756234549,273.38704210663536,0.0
0.865,12.550233137507313,1.2532401032364986,-0.17490885443189572,63,0.8531912565231323,1.0352426767349243,0.34646743535995483,0.2514319088881315,273.38704210663536,0.0
0.916,12.547525497987857,1.2623456169663516,-0.15232714633186112,63,0.8574073910713196,1.0372862815856934,0.34752926230430603,0.25335467661602423,273.38704210663536,0.0
0.968,12.548675762271293,1.2892410220688673,-0.251234199242776,63,0.8470565676689148,1.035456895828247,0.3385993242263794,0.24920208697354662,273.38704210663536,0.0
1.018,12.550720379678863,1.281162325972985,-0.3860340279567691,63,0.840345025062561,1.022777795791626,0.3454718291759491,0.250012610967609,273.38704210663536,0.0
1.068,12.553729018511167,1.3030845941443019,-0.3291329817668552,63,0.847169816493988,1.028564453125,0.3470228314399719,0.25332299099775735,273.38704210663536,0.0
1.119,12.553310083534695,1.2710217470839187,-0.20630803730732988,63,0.8390028476715088,1.0312185287475586,0.342855840921402,0.24992432968451012,273.38704210663536,0.0
1.169,12.552263309653242,1.2628612279022793,-0.23203879897632523,63,0.8346864581108093,1.0233585834503174,0.3462066054344177,0.25015950119852953,273.38704210663536,0.0
1.225,12.55323073100557,1.3153825052965697,-0.19070311297334058,63,0.8434052467346191,1.030673861503601,0.3463924527168274,0.25253117517564105,273.38704210663536,0.0
1.276,12.553109765840123,1.2617812614986508,-0.47600630595044574,63,0.8453806638717651,1.0335758924484253,0.34474918246269226,0.2508082838240055,273.38704210663536,0.0
1.326,12.550843414895208,1.1968452526068216,-0.43907667052926413,63,0.8463884592056274,1.0301717519760132,0.34860551357269287,0.2543358564328111,285.5015996188142,0.0
1.376,12.550175321210345,1.4245801656892503,-0.2682999979041681,63,0.8488938808441162,1.03932523727417,0.3455509543418884,0.25386644301315453,285.5015996188142,0.0
1.427,12.550719336697767,1.267602765350339,-0.2726276342578349,63,0.8400814533233643,1.0265523195266724,0.35122719407081604,0.2574953550356708,285.5015996188142,0.0
1.477,12.551628148636023,1.1856594722948783,-0.3108949403396127,63,0.8424931764602661,1.0236302614212036,0.34994494915008545,0.25884036223732954,285.5015996188142,0.0
1.527,12.553469628600753,1.2985866598249192,-0.3898422739583858,63,0.8343574404716492,1.0268762111663818,0.34290313720703125,0.2556948742891674,285.5015996188142,0.0
1.579,12.553902328844362,1.287125619041784,-0.4383362958805838,63,0.8331157565116882,1.0266647338867188,0.3452967405319214,0.25382006258513856,285.5015996188142,0.0
