time (s),yaw,pitch,roll,battery,acc_x,acc_y,acc_z,gyro_roll,gyro_pitch,gyro_yaw,altitude (m),loop rate (Hz),target altitude (m)
0.0,0.05598828918887816,-0.6228170254955213,0.8105957828540362,84,0.008593284524977207,0.016326315701007843,0.9992319941520691,-0.2604685127735138,0.20317652821540833,0.025016039609909058,0.0,263.4447584950694,0.0
0.051,0.052406855079381004,-0.6151203462552547,0.8153965145387263,84,0.010623176582157612,0.014338890090584755,1.0000712871551514,-0.0910433828830719,0.02366558648645878,0.03319994732737541,0.0,263.4447584950694,0.0
0.101,0.051593144838617634,-0.6198109982920749,0.8122178514349259,84,0.010878785513341427,0.01580929011106491,1.0001020431518555,0.07034023106098175,-0.10583611577749252,-0.0006143309292383492,0.0,263.4447584950694,0.0
0.154,0.053237052559811295,-0.6264310411218439,0.8213348703990898,84,0.011492602527141571,0.01661659963428974,0.9996910691261292,0.04626085236668587,0.14132775366306305,-0.24833464622497559,0.0,263.4447584950694,0.0
0.205,0.05279381788383022,-0.6240831394928411,0.8352350027663251,84,0.011198989115655422,0.014713261276483536,0.9993757605552673,-0.07295094430446625,0.03377966582775116,0.07754907011985779,0.0,263.4447584950694,0.0
0.255,0.055415045073557004,-0.6269296609383034,0.8227016573742416,84,0.012087159790098667,0.013758158311247826,1.0013480186462402,0.164037823677063,-0.04455479979515076,-0.290337473154068,0.0,263.4447584950694,0.0
0.305,0.051833114479402476,-0.6167285719188957,0.8331175157567802,84,0.011615968309342861,0.01606312394142151,1.002210021018982,0.034006256610155106,-0.13388393819332123,0.0610208734869957,0.0,263.4447584950694,0.0
0.355,0.05516800277474063,-0.6159767672302039,0.8276889055708591,84,0.012068583630025387,0.013169381767511368,1.001741886138916,-0.0004318401333875954,0.0006756652146577835,0.1383947730064392,0.0,284.3981556821264,0.0
0.406,0.053848934930190696,-0.6248054659475878,0.8195737991346815,84,0.01205464731901884,0.015196182765066624,1.0005282163619995,0.16239523887634277,-0.1185808852314949,-0.025564204901456833,0.0,284.3981556821264,0.0
0.457,0.05511934335037217,-0.6225026802290556,0.8117587483294361,84,0.011408827267587185,0.014567616395652294,1.003161907196045,0.07048501819372177,0.02112533710896969,0.07205834239721298,0.0,284.3981556821264,0.0
0.508,0.05517991729775711,-0.6226108306811845,0.8185074230473395,84,0.01082428079098463,0.016856055706739426,1.001836895942688,0.05905083566904068,0.194483682513237,0.039946798235177994,0.0,284.3981556821264,0.0
0.558,0.05412309508652107,-0.6187869047057475,0.8171415779077076,84,0.009646745398640633,0.015261712484061718,1.0049375295639038,-0.0533422976732254,0.03629281371831894,0.015066835097968578,0.0,284.3981556821264,0.0
0.608,0.05154351009888527,-0.6096784476147495,0.8162105064439429,84,0.010627825744450092,0.015559365972876549,0.9992340803146362,0.03186698257923126,-0.15504856407642365,-0.0562899075448513,0.0,284.3981556821264,0.0
0.658,0.050452184104117316,-0.6189138525248841,0.807189736115764,84,0.010995137505233288,0.0125025799497962,1.0000483989715576,0.05130349472165108,0.1791490912437439,-0.06187788024544716,0.0,284.3981556821264,0.0
0.709,0.04911426164132774,-0.6069318459605677,0.8113302743546851,84,0.009884005412459373,0.014706133864820004,1.001346468925476,0.28026339411735535,-0.015779880806803703,-0.07423403114080429,0.0,284.3981556821264,0.0
0.759,0.05010348227263779,-0.6035524445656365,0.8115247320909593,84,0.010414655320346355,0.013983956538140774,1.0007877349853516,0.1762927621603012,0.002732387976720929,0.07946201413869858,0.0,284.3981556821264,0.0
0.809,0.05167593527772798,-0.609938631191814,0.8130858641906002,84,0.011029426008462906,0.014552993699908257,1.0000594854354858,-0.14975807070732117,-0.015951698645949364,-0.0003635582106653601,0.0,284.3981556821264,0.0
0.859,0.04990806655983842,-0.6123049161687627,0.8210631374945122,84,0.012246564030647278,0.013704167678952217,1.0002107620239258,0.005136088468134403,0.0766935870051384,0.1353916972875595,0.0,285.7544624608257,0.0
0.91,0.046018576545770004,-0.6165241599015946,0.8234327665304818,84,0.01110747642815113,0.014886056073009968,1.000969648361206,0.017201896756887436,-0.10431982576847076,-0.29831692576408386,0.0,285.7544624608257,0.0
0.96,0.043668383322167076,-0.6229327298596493,0.8157727041134367,84,0.010673698969185352,0.013773971237242222,1.001540184020996,-0.07957535237073898,-0.0318886898458004,-0.11669617891311646,0.0,285.7544624608257,0.0
1.01,0.044403999802036284,-0.6258599750687219,0.8126308354552574,84,0.009752662852406502,0.01378355547785759,1.0013147592544556,0.13619095087051392,0.07891275733709335,0.010762634687125683,0.0,285.7544624608257,0.0
1.061,0.04422575286669421,-0.6337314168658635,0.8114384855167668,84,0.012836660258471966,0.012767726555466652,1.0002617835998535,0.08644632995128632,0.1273699700832367,-0.11093130707740784,0.0,285.7544624608257,0.0
1.111,0.04481565193651157,-0.6298182441962608,0.8135754509850385,84,0.009633413515985012,0.013727886602282524,0.9996912479400635,-0.08202745020389557,-0.026614291593432426,0.2392725944519043,0.0,285.7544624608257,0.0
1.162,0.04617319768743062,-0.618515540320518,0.8106132019877109,84,0.010934323072433472,0.011827955022454262,1.0018715858459473,0.13674768805503845,-0.28001633286476135,0.13928592205047607,0.0,285.7544624608257,0.0
1.212,0.046826273644237824,-0.6175399201368554,0.818704211262669,84,0.008760128170251846,0.013927406631410122,1.0022926330566406,0.2493402510881424,-0.08811626583337784,0.12959739565849304,0.0,285.7544624608257,0.0
1.262,0.044782960777994485,-0.6208983226152657,0.8173999958886075,84,0.010596022941172123,0.012891551479697227,1.0001918077468872,-0.3423382043838501,0.02301475964486599,-0.07604692876338959,0.0,285.7544624608257,0.0
1.313,0.04523818528588238,-0.611654265016977,0.8099519129687747,84,0.00807852391153574,0.013943294994533062,1.00264310836792,0.1272614300251007,0.07153236865997314,-0.08757446706295013,0.0,285.7544624608257,0.0
1.363,0.04504430921999237,-0.609014353959057,0.8188002612857437,84,0.009699388407170773,0.015274756588041782,1.0027718544006348,0.06325466185808182,0.029348017647862434,-0.0157928504049778,0.0,285.7544624608257,0.0
1.414,0.04252611666055134,-0.6198577161890967,0.8127673236540321,84,0.012581736780703068,0.014736825600266457,1.001545786857605,0.1337708681821823,-0.010880705900490284,0.03704921528697014,0.0,243.41616853345715,0.0
1.464,0.041743449553259745,-0.6225579803516388,0.8065433114718484,84,0.010896727442741394,0.014521053992211819,1.0006660223007202,0.029833534732460976,0.03600267693400383,0.019260980188846588,0.0,243.41616853345715,0.0
1.515,0.041096721552526506,-0.6172473102274392,0.8098219370753446,84,0.010268742218613625,0.015669910237193108,1.0021517276763916,0.0969930961728096,-0.06327976286411285,0.2511725127696991,0.0,243.41616853345715,0.0
1.565,0.04382587565329908,-0.6173951198778611,0.8123142372087788,84,0.0105405542999506,0.013428167439997196,1.0022083520889282,-0.3504831790924072,0.03857611119747162,-0.022062979638576508,0.0,243.41616853345715,0.0
1.615,0.04576419535776465,-0.623289585855753,0.8095625478656115,84,0.012420118786394596,0.014634092338383198,1.0009315013885498,-0.020116455852985382,-0.10977799445390701,0.04263421893119812,0.0,243.41616853345715,0.0
