time,thrust,velocity,yaw,pitch,roll,battery,x,y,z,yaw obs,pitch obs,roll obs,x obs,y obs,z obs,loop rate (Hz),target altitude (m)
0.0,0.0,0.0,0.008120539934825907,-0.0070060715265204705,0.09957972958442839,60,0.4297481477602746,0.692079356901273,0.0,0.007712601224206163,0.0034813761729004583,0.1088764060242958,0.4290586015362608,0.6917179576514316,0.0,285.51034977134054,0.0
0.051,0.0,0.0,0.009620430858545224,-0.01002416570081478,0.08407834192222226,60,0.42997396842299457,0.6922851548680489,0.0,0.009563565794166428,-0.009182771907015195,0.08719763424694434,0.43002824384393845,0.6922235983385678,7.175018976053268e-07,285.51034977134054,0.0
0.101,0.0,0.0,0.0073824007785694284,0.06059903582511354,0.12614355613827646,60,0.42787472746936017,0.6911348657073652,0.0,0.0073032645130404,0.06383015512441036,0.08008862344319004,0.4280396645720218,0.6915988877201312,3.533346475847155e-05,285.51034977134054,0.0
0.152,0.0,0.0,0.005317602055242427,0.043499711587942344,0.08249731872398254,60,0.42815504934469883,0.6914802718641044,0.0,0.00429177084164501,0.04613175322036736,0.12082190280796726,0.42804118747086356,0.6913626078803888,0.0,285.51034977134054,0.0
0.202,0.0,0.0,0.0012615808565581443,0.09039540820300185,0.08722994502128498,60,0.42518795590130576,0.6927994333525057,0.0,0.002278147295074853,0.07902862787192476,0.10096289290150477,0.4256917677639949,0.6929945030827269,3.735791960325195e-05,281.44437256666396,0.0
0.252,0.0,0.0,-0.00026707286580780504,0.09258265514768972,0.15864010444486368,60,0.4231349655097372,0.6937518640477297,0.0,0.0009479123818078091,0.07804363161412604,0.1374567605548482,0.42276715823848204,0.6938930703645728,0.0,281.44437256666396,0.0
0.303,0.0,0.0,-0.0016268414825243963,0.03620612242516931,0.12621964885447076,60,0.42190292128471635,0.6994725520441231,0.0,-0.0010708572574293011,0.04677419709603261,0.15062466081374118,0.42162644939004823,0.6993677366314266,0.0,281.44437256666396,0.0
0.353,0.0,0.0,2.2884376597829273e-05,0.02805210255169635,0.12944258716478146,60,0.4195662150837725,0.6999182353465828,0.0,-0.00012909456030907914,0.02540734283746378,0.11286552232237196,0.4194841327425694,0.7003123377753356,1.531138202003893e-05,281.44437256666396,0.0
0.403,0.0,0.0,-0.0042977047161557955,0.008984566618980045,0.1108441262370766,60,0.4182562193322614,0.7028207770798297,0.0,-0.002124912294658141,0.007967760475144749,0.11604512886794016,0.4179766735808087,0.7025148955381313,0.0,281.44437256666396,0.0
0.453,0.0,0.0,-0.004216153768449157,0.01612094967048928,0.11296802898958577,60,0.4166008240262133,0.7040571763219362,0.0,-0.0035509934251781432,0.023802516295120674,0.10788135450591294,0.41643024467588613,0.7043967619262765,7.136552244795975e-06,281.44437256666396,0.0
0.504,0.0,0.0,-0.0005304015520858218,0.02222051382544704,0.11959793899126646,59,0.4127049830812498,0.7048924618179263,0.0,-5.218713783462275e-05,0.021560947231602217,0.11515080008488757,0.41279718708799257,0.7052703107859933,2.6192219031233213e-05,281.44437256666396,0.0
0.554,0.0,0.0,-0.0020425105267174387,-0.008641789960186252,0.1691776922560064,59,0.41194321905362313,0.7043696030677319,0.0,-6.500427141116973e-05,-0.007583679191769448,0.17086023347409468,0.4118048966185372,0.7043487717604574,0.0,281.44437256666396,0.0
0.604,0.0,0.0,-0.0045078632624463415,0.004766514069128384,0.1381561952366487,59,0.4119389329068783,0.7068847904964287,0.0,-0.0037732858493830118,0.0030992900268515225,0.14119159517936772,0.4116915737569651,0.7066942415980328,0.0,281.44437256666396,0.0
0.655,0.0,0.0,-0.0007306454794875857,0.026274813737943475,0.1261686159521589,59,0.4121607275025538,0.7086601159106812,0.0,-0.002172209517449962,0.022828347257436658,0.1313313452277678,0.41206806355160464,0.7088270552086138,1.4653785633759043e-07,281.44437256666396,0.0
0.705,0.0,0.0,-0.0022776245843476174,0.017369964726465993,0.10680234877543363,59,0.41207518061248927,0.708417433669418,0.0,-0.0037188019330925983,0.020828990382854715,0.11480787502541934,0.4122446397990297,0.7087888570674108,0.0,281.44437256666396,0.0
0.755,0.0,0.0,-0.0011853802458498836,0.06277976189825278,0.11946339908146834,60,0.4113893680390333,0.7063955300309287,0.0,-0.0010356467712099799,0.03855206026276769,0.11672436921838529,0.41153904819588477,0.7063521183098945,0.0,284.40601791534203,0.0
0.805,0.0,0.0,0.0007430135937278673,-0.005633051668433327,0.05130555666048056,60,0.40868709487428284,0.7035402797321184,0.0,-0.0019082458578564506,0.002503657718971287,0.07480779150261144,0.40863752392242914,0.7035107059201352,4.888567502873321e-06,284.40601791534203,0.0
0.856,0.0,0.0,0.003941330130645559,0.004375442185941049,0.11613599919553874,60,0.408947132365421,0.7021324562939119,0.0,0.004425454168136098,0.0037206283163851222,0.09636631784484692,0.40885726984471993,0.7018179113752675,0.0,284.40601791534203,0.0
0.906,0.0,0.0,0.006486416854486222,0.009953590709397855,0.10407946197816843,60,0.40810682666192016,0.7031544474414277,0.0,0.0052551380047921445,0.015060592231361754,0.10736658311445182,0.40792439050377904,0.7030153291549059,0.0,284.40601791534203,0.0
0.956,0.0,0.0,0.004809602351875155,0.025280402924120152,0.08017881406789328,60,0.40831501947231413,0.7037068623876215,0.0,0.004560577983312639,0.02013665242270641,0.07679305165186215,0.40821758545873144,0.7036761942198583,0.0,284.40601791534203,0.0
1.006,0.0,0.0,0.004666078678630095,0.004171261312388022,0.11003819479904778,60,0.4126097261695401,0.7036578136249587,0.0,0.004900518856466139,0.020242047707500866,0.10598946922026949,0.4125779363099782,0.7033210412831234,0.0,284.40601791534203,0.0
1.057,0.0,0.0,0.002991253182426958,0.004638281201692875,0.11770439197833084,60,0.4129273892262769,0.702696585551277,0.0,0.0035880275638971704,0.005177018554127463,0.10693509518533097,0.4131377945852248,0.7026776838612625,0.0,284.40601791534203,0.0
1.107,0.0,0.0,0.0021021665201195537,0.038177127091241984,0.11844150686233815,60,0.41352496710521913,0.7010305623251054,0.0,0.0023403494202570083,0.03251468351143808,0.12044239872637157,0.413575020117343,0.7009934188761634,0.0,284.40601791534203,0.0
1.157,0.0,0.0,0.00298985367882713,0.028032463278272704,0.13999076324384285,60,0.41557801859377613,0.6981539264831083,0.0,0.0034568582778982753,0.023818081455087625,0.12655232659163357,0.4156442666732641,0.6984677691864584,0.0,284.40601791534203,0.0
1.207,0.0,0.0,0.0035025818644440136,0.0306218836824331,0.15739762495892706,60,0.41598318853566124,0.6974053850161304,0.0,0.0037292476921708556,0.0287491895817659,0.15341052053650206,0.41606386604940493,0.6972875449792078,0.0,284.40601791534203,0.0
1.258,0.0,0.0,0.0007881342181723137,-0.009875117737341578,0.11948314527314534,60,0.41654076696773884,0.6942303961759451,0.0,0.0008909766492188797,-0.0016178108622351517,0.11036083262484946,0.41594027813160067,0.6961315618518895,0.0,285.54295991120625,0.0
1.308,0.0,0.0,0.0045185050825941615,-0.037742013859400056,0.08809658708471355,60,0.41634642876150574,0.6900216967124012,0.0,0.0015224226507190625,-0.030990132179308506,0.0857831775304473,0.41673627582344547,0.6899411386922152,0.0,285.54295991120625,0.0
1.358,0.0,0.0,0.0018256005539277894,-0.0279726249799221,0.09453726012973784,60,0.4138595083882826,0.6866673857016713,0.0,0.002483135453662567,-0.0301517273249272,0.09479050712109349,0.41445562145779963,0.6871754427325147,6.623769642855817e-05,285.54295991120625,0.0
1.409,0.0,0.0,0.00657433992105854,0.00613752727074173,0.06750149993308253,60,0.41072381746674375,0.6842232442154456,0.0,0.005335258074762578,-0.0035093744922912637,0.08690339663939554,0.4105948026724745,0.6841470418246149,6.080665033250253e-06,285.54295991120625,0.0
1.459,0.0,0.0,0.005625815878230608,0.04730532513450141,0.08502439702273512,60,0.4086075229989475,0.6860951721703296,0.0,0.005927342500245591,0.03792361645338433,0.08521390402751376,0.4085774443168233,0.6854188449840763,0.0,285.54295991120625,0.0
1.509,0.0,0.0,0.004061706791005303,0.011497704620219736,0.09045545388927258,60,0.40708045098466106,0.6887792566707737,0.0,0.0038620281489558515,0.03836150489663761,0.07934845333033654,0.4065939383832029,0.688701895232299,0.0,285.54295991120625,0.0
1.559,0.0,0.0,0.003239670092601641,0.04261144886937722,0.11499258937300219,60,0.4057877098271683,0.6924566716538773,0.0,0.0045499208547989155,0.043165894911142026,0.13282962152433023,0.4056094492483359,0.691483924851927,0.0,285.54295991120625,0.0
1.61,0.0,0.0,-0.002225189349660511,0.022650518906180167,0.06042636182197264,60,0.4060152668418638,0.6947056185687224,0.0,-0.0020722468822872925,0.02089322942544123,0.0752629225891805,0.405822285060216,0.694862300335587,0.0,285.54295991120625,0.0
1.66,0.0,0.0,0.0005450908601954064,0.0390677709034675,0.0861054265471039,60,0.4048984707881129,0.6965714832155013,0.0,0.0014459558923146122,0.030213227038449527,0.08727201711857327,0.40516943017723345,0.6968927566846891,0.0,285.54295991120625,0.0
1.711,0.0,0.0,-0.0023476540679337396,0.023110745994878924,0.10823650657915528,60,0.4027728581922969,0.6945168255449252,0.0,-0.0011714707022454458,0.03230087106323072,0.08621884976355479,0.40303877009374256,0.6948736411280296,0.0,285.54295991120625,0.0
1.761,0.0,0.0,-0.0017558484913994257,0.016241904248933327,0.16775328435181697,59,0.3999684452793116,0.6904578862184413,0.0,-0.0008086601787930694,0.01963692368852475,0.15583371275647437,0.4003327756629139,0.6907931909757318,1.6412539641262236e-05,285.54295991120625,0.0
1.812,0.0,0.0,0.0038579330148600694,0.027913089407421512,0.10919261819411229,59,0.39509355865247336,0.6881433836679938,0.0,0.0011821836058566184,0.018456632229239843,0.1206150763671541,0.39478579486692267,0.6880987101038311,0.0,285.72244906828894,0.0
1.862,0.0,0.0,0.0049602751698299054,0.02038647637809149,0.061856525312451435,59,0.3905003757629564,0.6866460893103342,0.0,0.00311508596848632,0.013686548336642523,0.09375481015236843,0.3902031091048241,0.6864171263856923,0.0,285.72244906828894,0.0
1.912,0.0,0.0,0.003327960394668589,-0.011186907193951089,0.09791668295080035,59,0.3912074961773313,0.6890929272925636,0.0,0.004054886870014356,0.0021067008246796136,0.07999441115137501,0.3906851154544241,0.6888426451071161,0.0,285.72244906828894,0.0
1.962,0.0,0.0,0.006042110552185491,0.04661806473046764,0.13411414281305298,59,0.3930242430944674,0.6927314776042328,0.0,0.005967189755766395,0.02595599564924697,0.1253078737810335,0.39250504809491643,0.6923509035975276,0.0,285.72244906828894,0.0
2.013,0.0,0.0,0.0030535903283383393,0.012617413712133022,0.13818432302312245,60,0.39542573584610885,0.6945210139731345,0.0,0.0042375640116144465,0.011650425218230462,0.13194942406658142,0.39554824320938836,0.6945812501932193,1.0647450267822544e-06,285.72244906828894,0.0
2.063,0.0,0.0,0.0004759298061497304,0.0014594993826881732,0.10907814746971695,60,0.40051020377581087,0.6984400694967633,0.0,0.0006156931207904489,-0.007707194974192715,0.110870368485813,0.4000906546016614,0.6980056767472202,0.0,285.72244906828894,0.0
2.113,0.0,0.0,0.0009325997913384064,0.04744576238952073,0.10627929717733008,60,0.4019647922117639,0.6991298440232496,0.0,0.0006138383985461707,0.030495383808966246,0.10803515911780565,0.4024029052841962,0.699452337205937,2.3499227116502908e-05,285.72244906828894,0.0
2.163,0.0,0.0,-0.00148168439700157,0.03552528499178481,0.1283368761601922,60,0.40469490701192856,0.6975641624141047,0.0,-0.00043079561363712395,0.03436672652742082,0.125254741995868,0.4047529330192556,0.697348214847389,0.0,285.72244906828894,0.0
2.214,0.0,0.0,0.0034319939011038195,0.00024049782996289471,0.11752142707488573,60,0.4060538055516235,0.6977286799988018,0.0,0.001999305353595803,0.007300987253732209,0.1129724098087768,0.4064196583344657,0.697888913547938,0.0,285.72244906828894,0.0
2.264,0.0,0.0,0.00680530764084312,0.019558658565099345,0.15308136672274472,59,0.40601457070233643,0.6955184430439195,0.0,0.007250959662622572,0.013231606813843123,0.1478417543616112,0.40630666341327293,0.6956413679244821,1.810843472324896e-05,285.72244906828894,0.0
2.314,0.0,0.0,0.004140085735778683,0.027754995445955024,0.09130818902941847,59,0.40724782030934137,0.693802195002344,0.0,0.0035395108768234876,0.03220551900399241,0.09799616223202996,0.407422616729798,0.6935649520308705,0.0,284.5516889242343,0.0
2.364,0.0,0.0,0.005883243525331926,0.024038116052001603,0.13278933022038786,59,0.4088894733049383,0.6965236033933104,0.0,0.006453185607776626,0.020890946160786794,0.12007334155556652,0.4087908384303078,0.6961541043790149,0.0,284.5516889242343,0.0
2.415,0.0,0.0,0.003604497911816505,0.04298370542904363,0.11631313106903425,59,0.4100891603106766,0.6963209917318135,0.0,0.004515913885000506,0.03651042813296466,0.12128536415063536,0.4097407666017448,0.696459650079124,6.9010795021372865e-06,284.5516889242343,0.0
2.465,0.0,0.0,0.001990999285632064,0.033345863914108334,0.11346765834517218,59,0.41018552850842566,0.69595392984137,0.0,0.0023612518844069587,0.03547459935134684,0.10327516107131118,0.41048062956757625,0.6961603130026537,0.0,284.5516889242343,0.0
2.515,0.0,0.0,0.004493006000999359,0.04788055032188402,0.13212629593118896,60,0.4090522074318483,0.6962638217197888,0.0,0.004286636168797806,0.047964745105481175,0.13619716398979495,0.4090049255545193,0.6963829583612408,0.0,284.5516889242343,0.0
2.566,0.0,0.0,0.005708337809460953,0.013836989957091947,0.13723776605381413,60,0.4091346213687068,0.6954867083210782,0.0,0.00508461377446159,0.013906944049950474,0.14103049495478243,0.4091995620013767,0.6955136028638682,0.0,284.5516889242343,0.0
2.616,0.0,0.0,0.0041157841287722315,-0.030858899732904548,0.10342557198695283,60,0.4089194825552318,0.694901911436645,0.0,0.003854622115042872,-0.022849531860307467,0.10932624356670058,0.4088389925009235,0.6949418565886131,0.0,284.5516889242343,0.0
2.667,0.0,0.0,0.0023571069469977527,-0.0255358934854861,0.09699443708054965,60,0.4100170373285822,0.6924726246622772,0.0,0.004091413740566015,-0.02435413232203615,0.11041256257618864,0.4100929922498799,0.6922449066667384,0.0,284.5516889242343,0.0
2.717,0.0,0.0,0.006429220725483634,0.018415002318116235,0.06299506878244808,60,0.4103281353504337,0.6915799980750889,0.0,0.005103386019774087,-0.001108957179684881,0.06931335228457222,0.4113301895916101,0.6919479718410017,0.0,284.5516889242343,0.0
2.768,0.0,0.0,0.00819904659780041,0.0386681680704595,0.13424104976930584,60,0.40935421423887236,0.6913247366611482,0.0,0.007199897120655217,0.034794915734454396,0.11521215457295121,0.4092654721734136,0.691322146880452,0.0,284.5516889242343,0.0
2.818,0.0,0.0,0.006024878285064549,0.0446910181157883,0.08147553433332369,60,0.4095977877667653,0.692934644265118,0.0,0.007179420573437326,0.04113991204876369,0.10937320993302514,0.40945265500299743,0.692649149901612,0.0,284.5516889242343,0.0
2.868,0.0,0.0,0.0009398735697981769,0.06909436299310356,0.0842360643079231,60,0.4069293159167697,0.6955854960357025,0.0,0.002443865607997521,0.061334863031543715,0.10231808227902085,0.40671365362617806,0.6957711186669211,0.0,286.6232911690974,0.0
2.918,0.0,0.0,0.003261254410450757,0.044749681601574054,0.0857129994580793,60,0.40450391936894176,0.6986632889141514,0.0,0.0026738504043543427,0.05408825774683062,0.0736985089823825,0.40452211034837415,0.6985590710682864,0.0,286.6232911690974,0.0
