time (s),yaw,pitch,roll,battery
0.0,0.23310243960572619,0.8086429592359659,0.7026072740637097,67,-0.09577016532421112,285.67661081596515
0.02,0.23191288477650887,0.8118457345085376,0.7529619823341647,67,-0.09577016532421112,285.67661081596515
0.041,0.23113668920142422,0.7492655250313457,0.7648955578985623,67,-0.09225435554981232,285.67661081596515
0.061,0.2314203561038331,0.7353968509203994,0.7829389711790213,67,-0.09225435554981232,285.67661081596515
0.082,0.231551209346137,0.7373088626992843,0.7554317941175228,67,-0.09225435554981232,285.67661081596515
0.102,0.23212268787637896,0.7863070812552246,0.7059880888379038,67,-0.08642639964818954,285.67661081596515
0.122,0.23137261430060635,0.7709918021990028,0.6858114097361401,67,-0.08642639964818954,285.67661081596515
0.143,0.23172478855559495,0.8018076660493925,0.672135608427724,67,-0.09113049507141113,285.67661081596515
0.163,0.23201829027173837,0.7861167370803852,0.6597472002452796,67,-0.09113049507141113,285.67661081596515
0.183,0.2332019951585994,0.7602008920279066,0.606887038587427,67,-0.09113049507141113,285.67661081596515
0.203,0.23306200667511956,0.7328048568729691,0.6373718357731087,67,-0.09515861421823502,285.67661081596515
0.224,0.23265982309998368,0.7659291772803821,0.6333606343824744,67,-0.09515861421823502,285.67661081596515
0.244,0.23187399907411257,0.7649436989566005,0.6170211066662109,67,-0.10073171555995941,285.67661081596515
0.264,0.23195054696804898,0.7793636575031561,0.6442256908481041,67,-0.10073171555995941,285.3850445669184
0.285,0.2320836886590118,0.7553476256011372,0.6582380086172778,67,-0.10073171555995941,285.3850445669184
0.305,0.23186424625992424,0.7439558268081282,0.6601871473959743,67,-0.09919023513793945,285.3850445669184
0.325,0.23158857824435494,0.7682023652589067,0.6804234899980278,67,-0.09919023513793945,285.3850445669184
0.346,0.2314054910019711,0.7589141202876019,0.6925199089903161,67,-0.0996556207537651,285.3850445669184
0.366,0.23217416484433506,0.7881687183441323,0.6622276909782998,67,-0.0996556207537651,285.3850445669184
0.386,0.23168561564389903,0.7539090791953893,0.696383227357673,67,-0.10080710798501968,285.3850445669184
0.407,0.2309756228414893,0.7952521897868084,0.75934437632372,67,-0.10080710798501968,285.3850445669184
