time,thrust,velocity,yaw,pitch,roll,battery,x,y,z,yaw obs,pitch obs,roll obs,x obs,y obs,z obs,loop rate (Hz),target altitude (m)
0.0,0.0,0.0,-0.4070454625866105,-0.6792209574723908,0.9895828804038894,56,0.48197468284576733,0.5459880379503242,0.0,-0.4074576358714192,-0.681180113746043,0.9953384075750861,0.48173184565656185,0.5463437863290437,9.631116794716686e-06,285.34741043825863,0.0
0.05,0.0,0.0,-0.40462426829239717,-0.7356064149331784,0.9809518079472918,56,0.4841984151294125,0.5447901234676726,0.0,-0.40525493157417797,-0.7290237258928207,0.9678599587216609,0.48442501166434765,0.5444563315690361,0.0,285.34741043825863,0.0
0.101,0.0,0.0,-0.4025595432421157,-0.7083351692870367,0.9869840350261767,56,0.48555038684171065,0.5431089033373991,0.0,-0.4027788952807116,-0.7135932027323311,0.9933755028401275,0.4856448284896827,0.5434268141050557,0.0,285.34741043825863,0.0
0.152,0.0,0.0,-0.3973165130293716,-0.7236528617840572,1.0009333025713711,56,0.4871999498316337,0.5419276027317798,0.0,-0.4003105509492751,-0.7454021331993325,1.0007967149306953,0.48744054689933936,0.5417703173667618,6.387843465496733e-07,285.34741043825863,0.0
0.202,0.0,0.0,-0.394129428710138,-0.7336663499488701,1.0328284680171034,56,0.4912381874560852,0.539713513656792,0.0,-0.39500081789968905,-0.7322237770706159,1.0099513075204853,0.49131512734024807,0.5395679676468458,0.0,285.34741043825863,0.0
0.252,0.0,0.0,-0.3932570375371144,-0.7262798215431611,1.048068469451945,56,0.4932693189056464,0.5391516528695817,0.0,-0.39040717908148087,-0.723044978655033,1.0327443362325803,0.49367707872158006,0.5391226519075863,1.0546435491895258e-05,285.34741043825863,0.0
0.302,0.0,0.0,-0.3946072061492792,-0.7365341680667769,1.0112178839811141,56,0.4944486906094722,0.5385060703875059,0.0,-0.3957924270055154,-0.7398351343748336,1.0264423931438962,0.49469405322344634,0.5386378356439684,1.0882719209267628e-05,285.34741043825863,0.0
0.353,0.0,0.0,-0.3970537694469147,-0.7505022310752166,1.0396947210087624,56,0.49623461166520266,0.5373422741188074,0.0,-0.3965074311829681,-0.7403816655196165,1.0282032733896722,0.49664397208575717,0.5373258231264465,1.1806865100143192e-05,285.34741043825863,0.0
0.403,0.0,0.0,-0.4011583843149453,-0.724302495323922,0.9986344588131847,56,0.4978813577023742,0.5370052434410371,0.0,-0.4004549390935295,-0.7286730288098303,1.004885140942827,0.4980799715140206,0.537042744211447,3.5657776627816067e-06,288.7836433447109,0.0
0.453,0.0,0.0,-0.40487694500589144,-0.7156923962690194,1.0129468148764929,56,0.49979346492681176,0.5361178018269733,0.0,-0.4040521614532465,-0.7175448716277244,1.0138122545369022,0.5002152040573176,0.5361292411662154,0.0,288.7836433447109,0.0
