time (s),yaw,pitch,roll,battery,x reading (m),y reading (m),z reading(m),altitude (m),loop rate (Hz),target altitude (m)
0.0,43.973004799018696,-0.8963120739902982,-2.101424741808409,66,0.48378023505210876,0.3818565011024475,0.7332675457000732,0.7308656491217137,249.00878651151746,0.0
0.05,43.97237430745254,-0.70628352614286,-2.1798750685143995,66,0.48210904002189636,0.3822055757045746,0.7339678406715393,0.7315599252165722,249.00878651151746,0.0
0.102,43.971456651404786,-0.6823898586579881,-2.0632757979220453,66,0.5026570558547974,0.38484296202659607,0.7286874651908875,0.7294916142753523,249.00878651151746,0.0
0.153,43.9705664520198,-0.7454306739742798,-2.081829286925661,66,0.4968211054801941,0.39315468072891235,0.7224885821342468,0.7266224533933059,249.00878651151746,0.0
0.204,43.96975075605179,-0.6428944992730632,-2.1360160423372605,66,0.5091358423233032,0.3956034481525421,0.723383903503418,0.7254019380700721,249.00878651151746,0.0
0.257,43.97200149591496,-0.8083569407869062,-2.1886394257565307,66,0.5003458261489868,0.3965393602848053,0.7171149849891663,0.7224010647058059,239.78412988794878,0.0
0.307,43.97134039938361,-0.7656263741591511,-2.06137429373705,66,0.49286773800849915,0.3892858624458313,0.7246603965759277,0.722300258621127,239.78412988794878,0.0
0.357,43.971632802140576,-0.7404689356716535,-2.1155472467486707,66,0.49557575583457947,0.3848903775215149,0.7237973213195801,0.7227759236083585,239.78412988794878,0.0
0.409,43.97318756365923,-0.6815853413493965,-2.072565450917114,66,0.4858245253562927,0.383052796125412,0.7254666090011597,0.7238281954551425,239.78412988794878,0.0
0.46,43.97354032225941,-0.8110680334595295,-2.118635214509949,66,0.49380388855934143,0.36952221393585205,0.7303800582885742,0.7282597294870704,239.78412988794878,0.0
0.51,43.972766366407114,-0.7890499344101352,-1.9462398989709115,66,0.4986249804496765,0.3748047351837158,0.7279852032661438,0.7283649197628561,239.78412988794878,0.0
0.56,43.974499004522436,-0.6839659256463406,-2.1112334327156352,66,0.4936828017234802,0.3856750428676605,0.7234662175178528,0.7257790930548358,239.78412988794878,0.0
0.611,43.97443565476342,-0.6478126699750847,-2.158530944938218,66,0.4903944134712219,0.379848837852478,0.7288132309913635,0.7274924380520535,239.78412988794878,0.0
0.665,43.974443316237426,-0.776785865870224,-2.1359030541574953,66,0.49520379304885864,0.38276204466819763,0.7291277050971985,0.7287014828830258,239.78412988794878,0.0
0.716,43.97498144934736,-0.7907243600488362,-1.9795369824521873,66,0.4817150831222534,0.3940243721008301,0.7277976870536804,0.7281383344203265,239.78412988794878,0.0
0.767,43.97568877787631,-0.8403558273158568,-2.026396931015595,66,0.48621347546577454,0.3852173089981079,0.726995050907135,0.7277411959783029,239.78412988794878,0.0
0.818,43.9742757421195,-0.5954336950213195,-2.086026763535969,66,0.48382893204689026,0.39492616057395935,0.724788248538971,0.7273931339851134,246.79635186819652,0.0
0.868,43.97500730138382,-0.7547952289982456,-1.9940808364786462,66,0.47847768664360046,0.39773306250572205,0.718803346157074,0.7236232990030361,246.79635186819652,0.0
0.919,43.97461977954276,-0.6886821777683383,-2.0663298826722114,66,0.47667473554611206,0.3920396864414215,0.7234570384025574,0.7225387763315485,246.79635186819652,0.0
0.97,43.97712421640325,-0.6592638179987284,-2.031586062558523,66,0.4892660081386566,0.39669373631477356,0.7229815125465393,0.7237337620853679,246.79635186819652,0.0
1.021,43.97527575022242,-0.7550123378314232,-2.188405634098726,66,0.4773446321487427,0.3905462622642517,0.7267760634422302,0.7246624475967253,246.79635186819652,0.0
1.071,43.97723746076869,-0.7189103684567753,-2.073517898487662,66,0.47585034370422363,0.38178056478500366,0.7279566526412964,0.7267539537160583,246.79635186819652,0.0
1.122,43.97683283277707,-0.708725230463289,-1.983303089966335,66,0.48547127842903137,0.390373557806015,0.727526068687439,0.7277154021943991,246.79635186819652,0.0
1.172,43.97724734847572,-0.6434337711428318,-2.0733443615613334,66,0.48690202832221985,0.39028358459472656,0.7260271310806274,0.7280323930698401,246.79635186819652,0.0
1.223,43.97742966465079,-0.6529398434153275,-2.1317010132696055,66,0.4862331748008728,0.3776218593120575,0.7374333143234253,0.7299300717131133,246.79635186819652,0.0
1.274,43.97737405484389,-0.7678043282001039,-2.001989660724552,66,0.4924708306789398,0.36941763758659363,0.7404413819313049,0.733993064692862,246.79635186819652,0.0
1.324,43.97831728359836,-0.7087019652679997,-1.9554079953405097,66,0.48357829451560974,0.3651126027107239,0.7416561841964722,0.7388914744641945,246.79635186819652,0.0
1.374,43.977543256702496,-0.7584637034875135,-2.1727348074444457,66,0.4855077564716339,0.35563036799430847,0.7457583546638489,0.7413279320806879,298.6545143833666,0.0
1.425,43.97658749680143,-0.7023376712709105,-1.9756138015931288,66,0.4836730360984802,0.3575696051120758,0.7386031150817871,0.7404440335454281,298.6545143833666,0.0
1.477,43.97469621553698,-0.726993115953804,-2.0116097356326903,66,0.4847099781036377,0.3613664209842682,0.7383196353912354,0.7394356708362586,298.6545143833666,0.0
1.529,43.97378579511606,-0.7613044461458731,-2.096693426696766,66,0.48570317029953003,0.3583095371723175,0.7412423491477966,0.741262888581789,298.6545143833666,0.0
1.579,43.973520340605134,-0.7133112719725347,-2.066536536551799,66,0.49664047360420227,0.3736366033554077,0.7331749200820923,0.7383224528651217,298.6545143833666,0.0
1.629,43.970612455939595,-0.670047942864635,-2.0315304364632873,66,0.4910554885864258,0.3808019459247589,0.7274414896965027,0.7333070475744202,298.6545143833666,0.0
1.68,43.97296588276565,-0.6416920204470475,-2.0757144356682047,66,0.49197322130203247,0.3813316524028778,0.7209448218345642,0.7256258479830259,298.6545143833666,0.0
1.73,43.972815120939124,-0.6588264175317572,-2.26795493326335,66,0.5039003491401672,0.3894621431827545,0.7236994504928589,0.7248619392569039,298.6545143833666,0.0
1.781,43.97243512516421,-0.712023731013732,-2.1958219976453086,66,0.49148210883140564,0.3842853903770447,0.7150312662124634,0.7206937304829589,298.6545143833666,0.0
1.831,43.97484307406915,-0.6641007161368788,-2.2019707687503565,66,0.49115511775016785,0.3794372081756592,0.7259766459465027,0.7215522065583078,298.6545143833666,0.0
1.881,43.97552037580809,-0.7734124771755753,-1.993579368609481,66,0.4902041256427765,0.3821410536766052,0.7268162369728088,0.7247727887836446,298.6545143833666,0.0
1.932,43.9730706029757,-0.7086330683115577,-2.0439892602995404,66,0.46919506788253784,0.37222346663475037,0.7248796224594116,0.723634309783068,298.6545143833666,0.0
1.984,43.974088211120765,-0.7367003699988881,-2.037803104152552,66,0.4670347571372986,0.37426501512527466,0.7264796495437622,0.7244029959943049,285.2879880288396,0.0
2.034,43.974486769315625,-0.692379259103824,-2.004577628079987,66,0.46366608142852783,0.38363584876060486,0.7283776998519897,0.7290896816985566,285.2879880288396,0.0
2.085,43.97471460771555,-0.7855437440195104,-2.1003964760651894,66,0.45388779044151306,0.3709861934185028,0.7316374182701111,0.72974758785595,285.2879880288396,0.0
2.136,43.97330628606525,-0.7638326161729594,-2.1260093060182443,66,0.4632301926612854,0.37953996658325195,0.7272039651870728,0.728513865895413,285.2879880288396,0.0
2.186,43.969773589817166,-0.6834819129794394,-2.011415888022567,66,0.46449726819992065,0.3803856372833252,0.7277451157569885,0.7281810266948746,285.2879880288396,0.0
2.237,43.96755962064645,-0.6372170541864906,-2.2133409083377584,66,0.469857782125473,0.3758735954761505,0.730931282043457,0.7298409023976753,285.2879880288396,0.0
2.288,43.967136137234455,-0.672559386229883,-2.112599012640022,66,0.4870814085006714,0.3872767984867096,0.7296114563941956,0.7299014759996858,285.2879880288396,0.0
2.339,43.966971668206405,-0.7271277453011489,-1.9155432149668363,66,0.4915771782398224,0.38661131262779236,0.7180750370025635,0.7235896359254499,285.2879880288396,0.0
