time (s),yaw,pitch,roll,battery,x reading (m),y reading (m),z reading(m),altitude (m),loop rate (Hz),target altitude (m)
0.0,-0.27346125904165725,-0.4627408238372495,-0.25560804863959397,79,0.5842981338500977,0.6080063581466675,0.23077727854251862,0.06821371146062025,285.4044637996734,0.0
0.051,-0.27710783594458605,-0.5386009684515298,-0.3204489178124522,79,0.585250198841095,0.6152690649032593,0.2310437560081482,0.06538841459624256,285.4044637996734,0.0
0.101,-0.27377332987168806,-0.48778528287615636,-0.2749085047063835,79,0.5854015350341797,0.6112046837806702,0.23475274443626404,0.06953036891532402,285.4044637996734,0.0
0.152,-0.2748358032970013,-0.5283795444826273,-0.20504568957936473,79,0.5849466323852539,0.6114128232002258,0.2270462065935135,0.06679198197767083,287.06481418109644,0.0
0.202,-0.27474515322092996,-0.4650583535190687,-0.2679328848057845,79,0.5865973234176636,0.6064244508743286,0.22916987538337708,0.06639622644674234,287.06481418109644,0.0
0.252,-0.27466308978971954,-0.48144819291146124,-0.2860090578719396,79,0.5863894820213318,0.6099513173103333,0.2258443683385849,0.06852767133457455,287.06481418109644,0.0
0.302,-0.27490064098953715,-0.5520216152620889,-0.32213913397781035,79,0.5838117599487305,0.607365071773529,0.22641173005104065,0.06398383668725349,287.06481418109644,0.0
0.353,-0.2747305831945577,-0.6058308422725115,-0.38591709730918367,79,0.6050728559494019,0.6204696297645569,0.21842961013317108,0.05438884200286953,287.06481418109644,0.0
0.403,-0.2718889393274823,-0.5136314819571424,-0.31010603009820126,79,0.5961092114448547,0.6171942353248596,0.22050975263118744,0.05369939224024059,287.06481418109644,0.0
0.454,-0.27205097189572686,-0.3518091300069705,-0.33932067049533005,79,0.5996986031532288,0.6025763750076294,0.23304082453250885,0.06241812144337955,287.06481418109644,0.0
0.504,-0.27301280432222547,-0.4569724246532946,-0.32779829135993155,79,0.5976732969284058,0.6005485653877258,0.2328440099954605,0.0672817788283557,287.06481418109644,0.0
0.555,-0.2723517355605968,-0.5113541377540598,-0.31750477513843905,79,0.5941615104675293,0.5809633731842041,0.24599269032478333,0.07755922496970255,287.06481418109644,0.0
0.605,-0.2700883497805427,-0.5951907034683772,-0.23285822413491414,79,0.59944087266922,0.5787100791931152,0.25159668922424316,0.08858093499125524,287.06481418109644,0.0
0.656,-0.27188350762985275,-0.5175382137254418,-0.3017433222986254,79,0.6052329540252686,0.5987193584442139,0.2364174723625183,0.0844047521659193,287.06481418109644,0.0
0.707,-0.2718756098037139,-0.49230513906010837,-0.35954629258064735,79,0.6065677404403687,0.5841111540794373,0.2419673353433609,0.08229459458460839,280.6493141518903,0.0
0.757,-0.2725997608647166,-0.5394925378721449,-0.1290813657112061,79,0.607578694820404,0.5716578960418701,0.2460535615682602,0.08876125162948964,280.6493141518903,0.0
0.808,-0.2749759757487835,-0.49036199742566217,-0.19210771866555088,79,0.5966527462005615,0.5580137968063354,0.2567635476589203,0.09949292587096498,280.6493141518903,0.0
0.858,-0.2766737109619423,-0.5870150378885197,-0.4226738920376568,79,0.5915852785110474,0.5516294240951538,0.26058080792427063,0.1073283462896531,280.6493141518903,0.0
0.908,-0.27554708782276727,-0.4164989988811123,-0.12105625872836581,79,0.5999313592910767,0.5608776807785034,0.25975272059440613,0.1102209295883978,280.6493141518903,0.0
0.959,-0.2763355330984149,-0.43009985719086513,-0.2879781233712517,79,0.6016547679901123,0.5511382222175598,0.2634924054145813,0.1157270175670666,280.6493141518903,0.0
1.009,-0.2765742573349856,-0.5967245338165315,-0.2923933860198115,79,0.6033310890197754,0.557933509349823,0.2545563578605652,0.11310474043155747,280.6493141518903,0.0
1.06,-0.27688871678350335,-0.5384985157142889,-0.36136567738828995,79,0.5898810029029846,0.5522139668464661,0.2534276843070984,0.10888495623879937,280.6493141518903,0.0
1.11,-0.27629797812692064,-0.4624186823397801,-0.2905337358272256,79,0.5937469601631165,0.5686622858047485,0.2567693889141083,0.11134764061162894,280.6493141518903,0.0
1.16,-0.27697907951788225,-0.5052111763741362,-0.2415004598199618,79,0.5904762744903564,0.5813019275665283,0.2510818839073181,0.10843088517430408,280.6493141518903,0.0
1.21,-0.2761360879323516,-0.4684264646146794,-0.3321356393593721,79,0.5755583047866821,0.5574290156364441,0.26277777552604675,0.1105739255412985,280.6493141518903,0.0
1.261,-0.27410570993534067,-0.44977946939515256,-0.2016524895396189,79,0.5745015740394592,0.5526423454284668,0.2573230564594269,0.11289732850098541,269.22806341870466,0.0
1.311,-0.2763415606896083,-0.4567405957514762,-0.36717833506696473,79,0.5701231956481934,0.5663866996765137,0.24907544255256653,0.10401756446128188,269.22806341870466,0.0
1.362,-0.276084801738273,-0.4597878366044137,-0.33043944525473845,79,0.5741849541664124,0.5732630491256714,0.2450226992368698,0.09912962618680146,269.22806341870466,0.0
1.412,-0.2749624325587015,-0.5293534359173542,-0.3182690338444908,79,0.5668860673904419,0.5887835025787354,0.2443189173936844,0.09187960968286366,269.22806341870466,0.0
1.462,-0.27317354121554804,-0.3528844653358986,-0.3271483120578835,79,0.5633137226104736,0.5757749676704407,0.24633780121803284,0.09237308096309568,269.22806341870466,0.0
1.512,-0.27249760108617044,-0.5741776489369761,-0.38615409301834286,79,0.5699908137321472,0.5814212560653687,0.2536677420139313,0.09758520796700962,269.22806341870466,0.0
1.563,-0.2711898937491933,-0.467253232035182,-0.2044316156854801,79,0.565781831741333,0.5745883584022522,0.2437572181224823,0.09563891313914613,269.22806341870466,0.0
1.613,-0.2710812224594477,-0.5600320412500487,-0.1898021868914078,79,0.5542485117912292,0.5617345571517944,0.2503907382488251,0.09779936504561862,269.22806341870466,0.0
1.664,-0.2703680922088043,-0.483950246711489,-0.2298329809270333,79,0.5673402547836304,0.5694215893745422,0.24954086542129517,0.10071886346406345,269.22806341870466,0.0
1.714,-0.27270938709499754,-0.49948988247482295,-0.28930900470129756,79,0.5613738894462585,0.5684493780136108,0.25581860542297363,0.10247607890867538,269.22806341870466,0.0
1.764,-0.2748153306564472,-0.482712656508354,-0.274658402404911,79,0.5708644390106201,0.5745068192481995,0.25324708223342896,0.1029040204987342,285.94927733842377,0.0
1.814,-0.27393254886661356,-0.5479279011626607,-0.2560533899698515,79,0.5730747580528259,0.5682857632637024,0.24481600522994995,0.09992657603463914,285.94927733842377,0.0
1.865,-0.2733839708088348,-0.43555718897435053,-0.30128653260609806,79,0.5734379291534424,0.5628565549850464,0.25380265712738037,0.10239754246032184,285.94927733842377,0.0
1.915,-0.2756177052902104,-0.509499134298431,-0.3365912394534418,79,0.5833355188369751,0.5829492211341858,0.25046268105506897,0.10429831869709894,285.94927733842377,0.0
1.966,-0.27545202527170215,-0.5079028652975499,-0.22686175210960502,79,0.5759132504463196,0.5822507739067078,0.24459917843341827,0.09801748262216656,285.94927733842377,0.0
2.016,-0.2774451360933808,-0.48092760286330843,-0.30449657566829086,79,0.5718318223953247,0.5603234171867371,0.25998592376708984,0.10531262988211126,285.94927733842377,0.0
2.067,-0.2784750741311535,-0.42516118231619604,-0.27816212235648924,79,0.5784112811088562,0.5744600892066956,0.24695096909999847,0.10290974197876021,285.94927733842377,0.0
2.117,-0.2781745937075928,-0.4392664826157632,-0.23636307156893144,79,0.5749746561050415,0.5960273146629333,0.23536314070224762,0.09162127521171329,285.94927733842377,0.0
2.167,-0.276615458350546,-0.4877784109167845,-0.2714626497025946,79,0.5774058699607849,0.6007790565490723,0.23347799479961395,0.08309000412915801,285.94927733842377,0.0
2.218,-0.2760174299945652,-0.48730791973012183,-0.2925988336553547,79,0.5684398412704468,0.6066537499427795,0.23556821048259735,0.07971043217968568,285.94927733842377,0.0
2.268,-0.2752577773883797,-0.6168875368841933,-0.3086686255798964,79,0.569244384765625,0.5987512469291687,0.24757802486419678,0.08446389019338688,285.94927733842377,0.0
2.318,-0.27385840774167264,-0.5440979064247651,-0.1948912792304377,79,0.5790334343910217,0.6065276265144348,0.23811402916908264,0.08556235141585852,286.06629382076113,0.0
2.369,-0.2729284232754523,-0.46913896900758306,-0.19651454476454644,79,0.5720009207725525,0.5973874926567078,0.2431504875421524,0.08350901351285958,286.06629382076113,0.0
2.419,-0.2762713080443549,-0.45646257791928113,-0.20254643293475424,79,0.5739449858665466,0.5967452526092529,0.24652695655822754,0.0873687959151139,286.06629382076113,0.0
