time (s),yaw,pitch,roll,battery,acc_x,acc_y,acc_z,gyro_roll,gyro_pitch,gyro_yaw,x (m),y (m),altitude (m),loop rate (Hz),target altitude (m)
0.0,4.083029469443511,-0.3227102758030146,0.2078938756342891,81,0.005966772325336933,0.002646242966875434,0.9963616728782654,-0.04494728251695633,-0.020243197867274285,0.049581196159124374,-35.539269344156786,97.00713508409653,0.0,282.55887900835353,0.0
0.05,4.082177484415322,-0.30376614630875104,0.2232071283973845,81,0.005806577857583761,0.004189062863588333,0.9960072636604309,-0.17341504349708556,0.0417350174844265,-0.11747164279222488,-35.6162645073004,97.33551566910603,0.0,282.55887900835353,0.0
0.101,4.0820801960271105,-0.3362079627803905,0.2251568079531092,81,0.006278345827013254,0.004608334973454475,0.9976297616958618,-0.02364198967218399,-0.00252872543791309,0.17534948885440826,-35.668153255737636,97.55450628674247,0.0,273.6010437051533,0.0
0.151,4.081915536445529,-0.33478213685565744,0.2006345258122784,81,0.00719054602086544,0.0016608010046184063,1.0003656148910522,0.10492708430290222,-0.052691353672742844,0.0763135775923729,-35.74681260045885,97.88309553255203,0.0,273.6010437051533,0.0
0.201,4.082176918144686,-0.31532126600677846,0.1745298499480117,81,0.004256018903106451,0.00047753582475706935,0.9946599006652832,-0.14505434885025023,-0.10080816056728363,-0.10352017730474472,-35.7998015209918,98.10222209643261,0.0,273.6010437051533,0.0
0.252,4.083762206157166,-0.2847708248420596,0.1934286339045664,81,0.005255239550024271,0.005263150669634342,0.9965223670005798,0.03877563298344612,-0.10530538316965103,-0.0614042766392231,-35.880110988413165,98.43101024955868,0.0,273.6010437051533,0.0
0.302,4.0835701070041095,-0.29343903810334354,0.20386335622429105,81,0.004874327220022678,0.0018221796490252018,0.9941797852516174,-0.17065344109535216,-0.19538176264762877,-0.08342721313238144,-35.93420293345788,98.65026803874638,0.0,273.6010437051533,0.0
0.352,4.083728960971586,-0.29245502900928183,0.18977288330060574,81,0.004524397663772106,0.0018632933497428894,0.9959652423858643,-0.21003250136375426,0.06302792373895645,0.042702339589595795,-35.988734166878785,98.8695797684963,0.0,273.6010437051533,0.0
0.403,4.085758528803258,-0.30661985926341895,0.18739527515044752,81,0.0043393694795668125,0.0008277253364212811,0.993996262550354,-0.2008189941883087,-0.10685123708248138,-0.03880402818322182,-26.664433757788753,73.2535347341643,0.0,273.6010437051533,0.0
0.453,4.087608595987231,-0.32369703206744055,0.17543038763771776,81,0.004654851276427507,0.003799166763201356,0.9992604851722717,0.04495458946228027,-0.08656142857074738,-0.05687696114182472,-19.755910995522754,54.27435954657496,0.0,273.6010437051533,0.0
0.504,4.085528120707901,-0.29751174886126835,0.193051378350583,81,0.00444489112123847,0.002393964910879731,0.9948477745056152,-0.15063899114131926,-0.09661065992116928,-0.06399231404066086,-16.176024512793383,44.439838191904364,0.0,273.6010437051533,0.0
