time (s),yaw,pitch,roll,battery
0.0,-0.08506281122743439,0.8174939420215076,0.17461277537798434,53
0.02,-0.08482216229100023,0.8168788426417257,0.12473724373730305,53
0.041,-0.08485501259899672,0.8137384166125654,0.1450967992417186,53
0.061,-0.08459324605334126,0.8578390242130656,0.0976404435350867,53
0.081,-0.08476374508579107,0.8385313377148759,0.1625577028190502,53
0.101,-0.084765785535284,0.7928592462049323,0.16825531005913777,53
0.122,-0.08469217186561824,0.8051309009504339,0.18504695108246882,53
0.142,-0.08482594502746028,0.8137453238779367,0.14264390560266113,53
0.162,-0.08483259902772838,0.8351235166128667,0.10169356223087474,53
0.183,-0.084871759390512,0.7708033175123196,0.18805119746889262,53
0.203,-0.08450539694494014,0.7825421551500996,0.13810516963438438,53
0.223,-0.08424433234927614,0.8245355580416092,0.1353619684784191,53
0.243,-0.0845819601483902,0.8251861361421533,0.15169900857910226,53
0.264,-0.08429755349433604,0.8519208610639191,0.11176392848714212,53
0.284,-0.08419872418962056,0.84744743279687,0.08457137992880008,53
0.305,-0.08375301955939568,0.76624355852374,0.13409936949533965,53
0.325,-0.08374410078960898,0.8059563608832196,0.1244782167766396,53
0.345,-0.0835495967635876,0.8170153896839696,0.14834601309541268,53
0.365,-0.08376372691491879,0.8524417354143529,0.20014506946974644,53
0.385,-0.0842247864275088,0.8604916564131281,0.16375862272881742,53
0.406,-0.08420619623167007,0.8749978083771505,0.1749572371074944,53
0.426,-0.08381600324614086,0.8397286126879467,0.13047811190681866,53
0.446,-0.08316144906787942,0.8583486021136496,0.1300022179031679,53
0.466,-0.08328068510914571,0.8681326616719269,0.21596638228216236,53
0.487,-0.08315664648749117,0.815441211105205,0.19842608358721328,53
0.507,-0.08316553814892087,0.7975816715362744,0.18108086369610693,53
0.527,-0.08311856903044364,0.8003524382746268,0.16242085044984597,53
0.548,-0.08287117310517962,0.8082828195197909,0.19684954724187498,53
0.568,-0.08300117466533825,0.8106496023535794,0.17931148721497164,53
0.588,-0.08276996543614308,0.8084250227870345,0.154135374782321,53
0.609,-0.08276343052408093,0.7707210741449427,0.12721625231545772,53
0.629,-0.08215934399773657,0.8171820682643727,0.12231726631039563,53
0.649,-0.08283141834745207,0.833653762756156,0.17275881944935123,53
0.67,-0.08308222545771456,0.8313104383740194,0.16035522602025412,53
0.69,-0.08258249076381102,0.804239369477339,0.1757674791862568,53
0.71,-0.08231627155952798,0.7940944396502606,0.13453342051682438,53
0.73,-0.08287897999198596,0.8557994989092278,0.17293825855250816,53
0.751,-0.08267576757171885,0.829054986951219,0.18402057917314002,53
0.771,-0.08299270041535473,0.8396868975924725,0.15438149728306513,53
0.791,-0.08295691119587634,0.8291101657608393,0.14384445468600848,53
0.811,-0.08258470724773681,0.7869960585052518,0.12248459804808567,53
0.831,-0.08243114230898052,0.7776141051812407,0.10687782050025749,53
0.852,-0.08171225907928581,0.7844644810715296,0.1515432458895412,53
0.872,-0.0817238522369872,0.8350882883183767,0.1590742211472154,53
0.892,-0.08165531683715542,0.8208483226562233,0.150413169973432,53
0.913,-0.08129956067263698,0.830038607074386,0.15393115724707115,53
0.933,-0.08113587095427753,0.7882737832366292,0.17297172120350288,53
0.954,-0.0807969200821612,0.7913031767290738,0.1599123896832214,53
0.974,-0.08089918819877905,0.7895335988449047,0.11652497795010182,53
0.994,-0.08138802132321675,0.7849654128966216,0.16173252030300334,53
1.015,-0.08141446870502532,0.8310631167643611,0.16531509769854855,53
1.035,-0.08095145172600636,0.8576919561536019,0.1466048051793296,53
1.055,-0.08101259059810473,0.865806630682443,0.1740950370961126,53
1.075,-0.08068327867536929,0.841584409470846,0.15581182095992985,53
1.095,-0.08073773812086293,0.8142051454424465,0.13554295112845022,53
1.116,-0.08112136697472017,0.79673804917912,0.1015863037399547,53
1.136,-0.08065556852625178,0.7972409621743013,0.09449385979953817,53
1.156,-0.08061067084455442,0.8266380006102908,0.13379908473742602,53
1.177,-0.0804403703499681,0.8422737698271053,0.15010575837063775,53
1.197,-0.08001047726296594,0.857676491776978,0.16463169217740015,53
1.217,-0.08076315478457308,0.843844663646853,0.1647689411379719,53
1.237,-0.08145795716033821,0.8462003199066461,0.17525796066946844,53
1.258,-0.0812990905634885,0.8090458622716421,0.14210331736597667,53
1.278,-0.08118084602865827,0.8255621404373098,0.13864061843235845,53
1.299,-0.08104176321080891,0.8253041573875308,0.09442312468571826,53
1.319,-0.0816046979467282,0.8240008649993673,0.08448147190690897,53
1.339,-0.08149841391067691,0.7873547308415018,0.10886815673614017,53
1.359,-0.08130277237620187,0.8173016871740597,0.10055651972241451,53
1.379,-0.08140826856965401,0.8602220544518852,0.1737896086499929,53
1.4,-0.08147611691211477,0.8502170481846283,0.1735966344112001,53
1.42,-0.08188247565122776,0.8699542201331967,0.22804779511262682,53
1.44,-0.08187172188310646,0.8726413985877536,0.15028518522416748,53
1.46,-0.08135816365490703,0.848536380523123,0.1369467854822954,53
1.48,-0.08135601123019302,0.792705748578675,0.08419675269895902,53
1.501,-0.08228162070807503,0.8211541716710867,0.10056813032564925,53
1.521,-0.08211290662479857,0.8168511621443892,0.07052916580269496,53
1.542,-0.08187328180268354,0.8487627021385012,0.15021589595151494,53
1.562,-0.0820766781934819,0.8398127955489625,0.1455918609460544,53
1.582,-0.08155937099074455,0.8301821212801985,0.13309587554560137,53
1.603,-0.08157172945740879,0.8215048954280695,0.08822477016684867,53
1.623,-0.08143785008333307,0.816846448709001,0.0731802172946953,53
1.643,-0.08172899241069968,0.8111684622300369,0.1239472653223194,53
1.663,-0.0814768675500475,0.801836864671704,0.1589591848245152,53
1.684,-0.08273169953362051,0.7610576390914027,0.18814494592210723,53
1.704,-0.08247551872420482,0.8189055124327165,0.13664362755827328,53
1.724,-0.082583045642082,0.8086755386968981,0.13235597069481272,53
1.744,-0.0822825755090622,0.8467667401923118,0.12475109420618379,53
1.765,-0.08257076266306634,0.856913818643306,0.10782742364233262,53
1.785,-0.08241127598463899,0.8358375055937184,0.11120847233549061,53
1.806,-0.08209233305558145,0.8413855972936669,0.11707504001650312,53
1.826,-0.08231920150251676,0.8229561196546591,0.14339352102246802,53
1.846,-0.0824712950268836,0.8347711926207041,0.1860098263187317,53
1.866,-0.08246830928925136,0.8184502167796074,0.1860630569612086,53
1.887,-0.08352858402613422,0.8103782781930653,0.19436983745955586,53
1.907,-0.08291434537846848,0.8488076172477513,0.1811421281057837,53
1.927,-0.08299108900759472,0.875560449711194,0.1886889823106065,53
1.947,-0.08286483377631522,0.8442000416403934,0.17476448516748844,53
1.968,-0.08290755892330888,0.8251735672707755,0.16380400907336268,53
1.988,-0.08296349965597012,0.8050429459174485,0.1714853872026434,53
2.009,-0.0829926954706906,0.8081636863754222,0.1888377233904165,53
2.029,-0.08303465351593503,0.855383766969707,0.16757382858179484,53
2.049,-0.08305724018660926,0.8576979487705936,0.15780230742490786,53
2.069,-0.0829506351831613,0.810428992633953,0.10580115269813715,53
2.09,-0.08262151980821102,0.8042769375327401,0.10596964743814459,53
2.11,-0.08285935418665673,0.8132250941466157,0.10553913900892482,53
2.13,-0.08291414727084126,0.7901279740998929,0.09570890498292176,53
2.151,-0.08264794470996666,0.8093512135781707,0.10550606451980962,53
2.171,-0.08291547206431575,0.8576671054745317,0.14013492573995898,53
2.191,-0.08217208679977021,0.8490048883644455,0.13430387869984045,53
2.212,-0.08175307198029928,0.8924809233944001,0.1379190381502202,53
2.232,-0.081761968804041,0.816183866773547,0.10820691036104357,53
2.253,-0.08164029590605121,0.7980946252619737,0.11226623240288862,53
2.273,-0.08160428646665668,0.8474666049629658,0.15846342290387222,53
2.293,-0.08176774755980759,0.8251384243848188,0.14418746862032514,53
2.314,-0.08173281682658388,0.805723121415353,0.14787954279335716,53
2.334,-0.08188469318407425,0.8091094735373604,0.13540558858829854,53
2.355,-0.08209340947627025,0.8067989639050106,0.14895281881654035,53
2.375,-0.08198370232978386,0.850562153821852,0.13087631011882322,53
2.395,-0.0821299208023421,0.8077187419496025,0.14746110740484222,53
2.415,-0.08181947209572221,0.7645605186542941,0.10182165601478667,53
2.436,-0.08117802462351725,0.8372506242449999,0.10678652317106486,53
2.456,-0.08129415902934617,0.8514605170145682,0.10131572849185197,53
2.476,-0.08110707901096809,0.8298503502708859,0.11272933621875349,53
2.497,-0.08065302532919666,0.8226706191909766,0.07703184940501041,53
2.517,-0.08050232843912603,0.7963627868627754,0.16428345442513484,53
2.538,-0.08098347340427586,0.8252249147417079,0.13446692073115094,53
2.558,-0.0807818119151043,0.848050031657546,0.144862928091135,53
2.578,-0.08039087138184912,0.8278980607921124,0.11644174437763943,53
2.599,-0.08080247305543357,0.83566309677795,0.10602559457441853,53
2.619,-0.08107818487690671,0.8191786990851044,0.11780198007752131,53
2.639,-0.08103049615421058,0.7989850727748454,0.09121825990547447,53
2.659,-0.08125069516488907,0.7905745727317733,0.11153929101342705,53
2.679,-0.08127096475363786,0.8025108291043935,0.13700535441089834,53
2.7,-0.08178380828815705,0.774367555712939,0.15473100318138006,53
2.72,-0.08198039114361437,0.7944351684269186,0.10425321267211757,53
2.74,-0.08207312728265963,0.8537622148376747,0.13068518366358178,53
2.76,-0.08210313393129036,0.8896748782502191,0.1418724328599233,53
2.78,-0.08213958365657463,0.8731090717213412,0.12299122628164678,53
2.801,-0.08213958595128304,0.7989811506480591,0.10462017307570425,53
2.821,-0.08179984906596197,0.8123651696318757,0.1359882706711365,53
2.842,-0.08165914092065599,0.8456939545280879,0.14520802319379839,53
2.862,-0.08189313518380395,0.8712502276690193,0.15294393177384225,53
2.882,-0.08162290653334672,0.8329123122363885,0.1119595853966584,53
2.902,-0.08121876422678767,0.8461839079790252,0.08208665724325885,53
2.923,-0.08118715081062591,0.8138966659052042,0.14711584361786556,53
2.943,-0.08084253385990951,0.8272664660514437,0.17622041191208895,53
2.964,-0.08079203377091364,0.8284222117150565,0.13993314116494754,53
2.984,-0.08061445836747598,0.8545312255812443,0.18335221796939447,53
3.005,-0.080534803295685,0.858261593381459,0.1670757192780774,53
3.025,-0.08021713189530091,0.8436158968797298,0.15833292049970651,53
3.045,-0.08040658059662391,0.8387018660725413,0.18850812648606144,53
3.065,-0.08048144495800429,0.8564501378441418,0.17714811950849824,53
3.085,-0.08050498288854228,0.8516383654659001,0.15145883651502595,53
3.106,-0.0802699981116433,0.8905738908265045,0.1697847753764809,53
3.126,-0.0806065853463414,0.8905158642682132,0.1562767484251314,53
3.147,-0.08060046958210434,0.8451696089642078,0.20517353663537585,53
3.167,-0.08091428010738169,0.8325707036182335,0.1305717864695779,53
3.187,-0.08031092575983848,0.8046069634087982,0.11249919647387374,53
3.207,-0.08022178509797144,0.8376342918560917,0.11344777324005006,53
3.227,-0.08013097620577539,0.8239891471642498,0.11347038655659117,53
3.247,-0.07947975827694179,0.8041195793863885,0.06292223738474025,53
3.268,-0.07947562586429327,0.8046252475735802,0.10008557949431249,53
3.288,-0.07880090810907796,0.7949200280888256,0.15689812807396764,53
3.309,-0.0781145949119955,0.7896276404129984,0.1881255649784671,53
3.329,-0.0777016362800174,0.755881161632906,0.13456008354386123,53
3.35,-0.07790098100043523,0.819532238739621,0.15350381859057072,53
3.37,-0.07777836344342776,0.8601565024265875,0.1182134920490727,53
3.39,-0.07828455889078528,0.8360799968708769,0.1563353573618791,53
3.41,-0.07849780558904224,0.8050685900092601,0.15935706295122112,53
3.431,-0.0778789886236711,0.7923815213929687,0.16383040789681916,53
3.451,-0.07751021470829672,0.7980649124959212,0.15108242904277835,53
3.471,-0.07719064203042786,0.7949510398753967,0.12219467215831846,53
3.492,-0.07699994046037686,0.8233416115274741,0.09472154013156889,53
3.513,-0.07646494723104338,0.8115618153666903,0.1269435043044427,53
3.533,-0.07627275513767531,0.8444882849603818,0.12066507068466059,53
3.553,-0.07618314900096382,0.8469570033504267,0.12120092183194274,53
3.573,-0.07603129580940662,0.8193452039967282,0.12402465339956407,53
3.594,-0.07534918739245182,0.8060089850383818,0.14056956004231422,53
3.614,-0.0754880037407543,0.8089454578667755,0.12425732794690907,53
3.634,-0.07531981058230774,0.8120184408894865,0.0991418681559317,53
3.655,-0.07534884328443547,0.7893174505138902,0.12943660173417582,53
3.675,-0.07481324222860353,0.7804718542029377,0.17227765415669147,53
3.695,-0.07465507507327718,0.7810008767157457,0.14193569673896017,53
3.716,-0.0744890357223265,0.8403297329835518,0.11695245140016297,53
3.736,-0.07360498134032083,0.8347880457520918,0.0968947038126962,53
3.757,-0.07353106080216934,0.8527286298584434,0.15946768312252585,53
3.777,-0.07326070537116695,0.8425989796758077,0.13351595451737264,53
3.797,-0.07321734654362348,0.8395962448311907,0.12643615747402492,53
3.818,-0.07325051269348375,0.851126262821591,0.1463154561709248,53
3.838,-0.07283398256736033,0.8700677448665498,0.16674928562339256,53
3.858,-0.07244784526109908,0.8172091357939331,0.19317811959761802,53
3.879,-0.0721294131578619,0.8422193758147318,0.1629118664137241,53
3.899,-0.07253324634912225,0.8390403590485416,0.1638724910935171,53
3.919,-0.07243914375557813,0.8010711937971551,0.14961269299336863,53
3.939,-0.0723611373749414,0.7727176879892486,0.2000635706873244,53
3.96,-0.07236878658194788,0.7771830163628303,0.16070281703529618,53
3.98,-0.07221915388989385,0.803315058394909,0.1716900794599525,53
4.0,-0.07282173798354344,0.8065496093365436,0.17686979421709914,53
4.021,-0.07212505047421083,0.8068962091964347,0.18586542933673936,53
4.041,-0.072462680299791,0.8283086125626193,0.2011983025968739,53
4.062,-0.07214651975041611,0.831033581022365,0.1739414882048773,53
4.082,-0.07210025598376561,0.8490783830424232,0.15006102091824164,53
4.102,-0.07245669487149535,0.8480580771207908,0.0747433733168001,53
4.122,-0.07249671641091564,0.8881496515544353,0.10449350984841618,53
4.142,-0.0727073452099232,0.9319215922483483,0.12494733537636048,53
4.163,-0.07214698400536528,0.8947158735049353,0.10157810415945837,53
4.183,-0.07236801443773637,0.8904390075259221,0.12522257888551194,53
4.203,-0.07254573010995627,0.838195890778586,0.17988331518187545,53
4.223,-0.07219998016139476,0.8511975434435711,0.18372379641595665,53
4.243,-0.07239164067266982,0.84793118281218,0.1371990984674223,53
4.264,-0.07240243064557964,0.8777535155085932,0.17283168450436104,53
4.284,-0.07228238844485772,0.8499196798550795,0.15839937661147685,53
4.304,-0.07292659978316222,0.8626721884945259,0.13167693737654051,53
4.325,-0.0727340141591825,0.838911111712131,0.15461342615806478,53
4.345,-0.07304855809110193,0.7754203708870225,0.12939084641002507,53
4.365,-0.0724934078588359,0.785215674394845,0.12286190324526376,53
4.385,-0.07223082450850497,0.8135695317506385,0.15584642833118398,53
4.406,-0.07237174265127748,0.815313864652529,0.1848068005556777,53
4.426,-0.07203077548234808,0.8499175980287177,0.16568487535528392,53
4.446,-0.07198905582631425,0.8467291661003628,0.1410034659812076,53
4.466,-0.07214395831392753,0.8472374490945906,0.16090493444294232,53
4.487,-0.07190274523800626,0.8371882534163744,0.15259999813163716,53
4.507,-0.07208709683865437,0.8655094474567585,0.1705994895720635,53
4.528,-0.07177704911263541,0.9027006962245488,0.14649513887069457,53
4.548,-0.07196743282032672,0.8864844439095285,0.12131795752452532,53
4.568,-0.07186361790559084,0.8535131694456467,0.1629340412508771,53
4.589,-0.07185132831498346,0.8328046835744444,0.19724616899629258,53
4.609,-0.0716657047459878,0.8404048703970798,0.1969637198322446,53
4.63,-0.07112070374771899,0.844167950939588,0.16809803778670576,53
4.65,-0.07115605076976342,0.8315794046467088,0.13009220889480563,53
4.67,-0.07050065929528207,0.8289965745420178,0.16129847526752628,53
4.691,-0.07006750801481335,0.8530512873407653,0.15448414478290917,53
4.711,-0.06969954972894957,0.8535242852089694,0.10640994925826774,53
4.732,-0.06993841020042184,0.7811080845291454,0.17050021249226996,53
4.752,-0.07013267061309685,0.8029271591216031,0.19369968507025437,53
4.772,-0.07036577596963468,0.8272665498394659,0.1345474898177523,53
4.793,-0.07076027418970256,0.8630668404298786,0.098533770395283,53
4.813,-0.0708940959252541,0.8331676919119112,0.12893863595717595,53
4.833,-0.07077560710967623,0.8586169737870999,0.16086367741465768,53
4.853,-0.07048566455467643,0.8563833739623764,0.14264949894771362,53
4.874,-0.07045370308248755,0.8445531705176071,0.13062641734276956,53
4.895,-0.07063926028698708,0.8298022278509116,0.07537525006778051,53
4.915,-0.07078415932130488,0.8366950059925571,0.04902150687042292,53
4.936,-0.07079502353426081,0.8465679087365916,0.11457477717829621,53
4.956,-0.07051236704280371,0.8086257412715808,0.19351013182795668,53
4.976,-0.07019420272919562,0.8010851248799045,0.17795620822056646,53
4.996,-0.06963379841063287,0.7865726743024212,0.143582652425053,53
5.017,-0.06982766434696118,0.8039054877089541,0.13389767387782356,53
5.037,-0.06959300913643461,0.7907911393850834,0.0781006100301409,53
5.057,-0.07012288679288191,0.7770922169655828,0.09969288789766388,53
5.077,-0.06995842601955858,0.7786786650434256,0.08714201520990089,53
5.098,-0.07008012200178869,0.7628979889263994,0.09368758177246193,53
5.118,-0.0700492059071106,0.8239322742519773,0.09803705612512655,53
5.139,-0.0703163120842377,0.8230485325648708,0.09257121960893278,53
5.16,-0.07026469320301852,0.789727279930777,0.115522666706398,53
5.18,-0.07019804448241738,0.7992445881677823,0.11489120435053905,53
5.2,-0.0698902515919696,0.8109203147220001,0.11503286609823618,53
5.221,-0.06986560087334681,0.8268630480113566,0.14220866163252693,53
5.241,-0.06999384899816809,0.8366834031574397,0.15549830974044404,53
5.261,-0.07010168863861845,0.8550874899185498,0.14204274165830513,53
5.281,-0.07032850684159676,0.8709874248162393,0.14202157455282027,53
5.302,-0.07022507414676372,0.8687705261768504,0.1645854144962114,53
5.322,-0.07043751263527268,0.8263617566877499,0.12007613390648852,53
5.343,-0.07050522472057588,0.8569958408806514,0.16757371958420553,53
5.363,-0.070092874715214,0.8819308978404665,0.18786346269811677,53
5.383,-0.06971751525502082,0.8503194348114086,0.17757374783263094,53
5.403,-0.0695399205430203,0.8231709526880152,0.22735627177467824,53
5.424,-0.06986799455232354,0.849314854099482,0.1684480014166176,53
5.444,-0.06976372573226011,0.8703665556131015,0.1647322084040538,53
5.464,-0.06993120158135915,0.8550410348628601,0.1903832990233537,53
5.485,-0.07057084957207407,0.8750728811962798,0.13391317912951337,53
5.505,-0.07083368238813628,0.8632099386032389,0.170168241684269,53
5.525,-0.07108263193426959,0.8242684212532062,0.17442107023772785,53
5.545,-0.07095486635933905,0.8424333685963714,0.11512554627007192,53
5.565,-0.07085103089249203,0.8695803328477998,0.0921813819760257,53
5.586,-0.07070740982027704,0.8537114187113805,0.14693908445493034,53
5.606,-0.07094087687921516,0.7750199414128804,0.12524798022129952,53
5.627,-0.07066021358770805,0.796602843105791,0.11384663841249558,53
5.647,-0.07109413323074634,0.8293164829657519,0.11326381218338884,53
5.667,-0.07121212164240012,0.8188035941620749,0.10906421627230731,53
5.688,-0.07144878818076342,0.8475140632706067,0.053588351682761194,53
5.708,-0.07065945995960368,0.8678970502690584,0.06271294650051612,53
5.728,-0.07116014013977781,0.8642358549379133,0.11159665652745161,53
5.749,-0.07096181783010984,0.8268084178474469,0.1829467010476781,53
5.769,-0.07119391662942345,0.7893459493859661,0.15500815419636416,53
5.79,-0.07084218532756638,0.7762223585340987,0.09602978024814766,53
5.81,-0.07116462878691268,0.718799189044098,0.10521968905978388,53
5.83,-0.0706722975017077,0.7800747962731139,0.11721057692146652,53
5.85,-0.07013940026800017,0.7536980418429614,0.15295757991194425,53
5.871,-0.07018685160658836,0.7260351244883693,0.08217564765020775,53
5.892,-0.07025416254112297,0.7654104526331416,0.14311401937522308,53
5.912,-0.06994132385811805,0.8159464880638109,0.1697533078598157,53
5.932,-0.0697632902187594,0.8663993733049357,0.11846903488972671,53
5.952,-0.0709376863976702,0.8947361276636779,0.11603095835726396,53
5.973,-0.07018168541259243,0.8809130825479556,0.20281693524840305,53
5.993,-0.07002037318863033,0.8690185431091465,0.19726620616886117,53
6.013,-0.07039968764005225,0.8705238150103112,0.14221116718281612,53
6.033,-0.07082177443527429,0.8634361000658339,0.1485200772183734,53
6.053,-0.07047117603730571,0.8199951146108464,0.1560342665138234,53
6.074,-0.0706836952476581,0.8350170154586951,0.1375271441312845,53
6.094,-0.07053594307406523,0.8111685121637882,0.19961868281816758,53
6.114,-0.07072119242210205,0.8457165696994807,0.16285619743193183,53
6.134,-0.07063241367926441,0.8272280095014853,0.16408307997823668,53
6.155,-0.07066281656250828,0.8285193383659962,0.15456320188601216,53
6.175,-0.0702979134917725,0.8389611042030568,0.14467798942967988,53
6.195,-0.0697306413216423,0.8345872675948104,0.14074668773548787,53
6.215,-0.06972312062981789,0.8121787006140166,0.08385253995772232,53
