time (s),yaw,pitch,roll,battery,acc_x,acc_y,acc_z,gyro_roll,gyro_pitch,gyro_yaw,x (m),y (m),altitude (m),loop rate (Hz),target altitude (m)
0.0,3.3674419594815697,-0.3366100424905921,0.28578951435343697,86,0.0033712293952703476,0.005187797825783491,0.9980258941650391,-0.08230578258037567,0.13387228343486787,0.08549125492572784,9.030537354917016,13.972620446432792,0.0,277.2177131526768,0.0
0.051,3.389264864987499,-0.32531131390407025,0.3151484038334841,86,0.006182253360748291,0.005871699191629887,0.999097466468811,-0.10356548532247543,-0.09030991252660751,-0.07460222393274307,9.067922626322162,14.053976490677115,0.0,277.2177131526768,0.0
0.101,3.4182126929761867,-0.3269830133990303,0.27374445808213066,86,0.0055513810366392136,0.003965788055211306,0.9961313605308533,-0.049902358198165894,-0.10410910304784775,-0.0749625414609909,9.105354400022467,14.135654954719474,0.0,277.2177131526768,0.0
0.152,3.4421011780127273,-0.3544326986393945,0.2669953268919471,86,0.005637615453451872,0.004686857108026743,0.998146653175354,-0.06848445638418198,-0.012999766694009304,0.057159073650836945,9.130332278267188,14.190277856773102,0.0,277.2177131526768,0.0
0.202,3.469666072474971,-0.3758694572928085,0.25386324952716155,86,0.006730970460921526,0.004883441608399153,0.9956862926483154,0.06044305012226105,-0.044240428322553635,0.010012463666498661,9.167837618591815,14.27245766970028,0.0,277.2177131526768,0.0
0.253,3.492806750367293,-0.3417925627570149,0.2505317482251459,86,0.005812020041048527,0.005437435116618872,0.9950391054153442,-0.18771430208683013,0.17417013440132142,0.11865337193012238,9.1928677356033,14.327402614867768,0.0,277.2177131526768,0.0
0.303,3.5127997744907096,-0.33723853435859696,0.23052357668058618,86,0.006115189287811518,0.0006905543268658221,0.9971871972084045,-0.07392085447311401,0.14713194761276246,-0.26676878333091736,9.23044751827755,14.410051632820437,0.0,277.2177131526768,0.0
0.353,3.53298969917456,-0.3391014782051036,0.22819704253264564,86,0.0060369595885276794,0.004019659478217363,0.9964247345924377,-0.0028883722737431524,-0.12124431338310242,-0.05510815232992172,9.255520912445178,14.465300924208806,0.0,277.2177131526768,0.0
0.403,3.560067767288603,-0.3351919129264901,0.23061593938753924,86,0.0038925576955080032,0.0033685797825455666,0.9973278641700745,-0.029634109804034234,0.05450532752871513,0.020215298980474472,9.293159275211579,14.54839062771088,0.0,277.2177131526768,0.0
0.454,3.5797356048322033,-0.3261846430513413,0.2104012490966208,86,0.005518650636076927,0.002872187178581953,0.998340904712677,0.17200999603271486,-0.2552223822116852,-0.012020327150821686,9.318269975130082,14.603926626474257,0.0,277.2177131526768,0.0
0.504,3.5978712766019876,-0.34875711179039137,0.1997850694459553,86,0.00593598373234272,0.003684672527015209,0.9963353872299194,0.07196649805307388,-0.04802869092822075,-0.18182837963104248,9.35596040862949,14.687437315275082,0.0,270.46066546298687,0.0
0.555,3.632268300022127,-0.36391861527994523,0.2049163456694381,86,0.007261494640260935,0.003379128174856305,1.0000412464141846,-0.1312427903652191,0.06988357547521591,0.13297614455223083,9.381105369760386,14.743244443943103,0.0,270.46066546298687,0.0
0.605,3.6547266151686832,-0.3419186148954781,0.2123684767666639,86,0.00545132951810956,0.0036377545911818743,0.9954149723052979,-0.01831957987844944,-0.03654173221588135,0.024795597419142723,9.418853475099198,14.827152645349614,0.0,270.46066546298687,0.0
0.655,3.6796668131942547,-0.3568051769700278,0.2515045266735559,86,0.004350071772933006,0.006656699348241091,0.9966300129890442,-0.07530910625457764,0.03944853860735893,-0.04752055183053017,9.444039912304042,14.88322319274368,0.0,270.46066546298687,0.0
0.706,3.696909692002669,-0.35889284716760017,0.23252838434776713,86,0.0062477863393723965,0.003764341352507472,0.9958818554878235,0.049769095039367675,-0.16364298965930937,-0.08247415721416473,9.481851489012932,14.967530724480111,0.0,270.46066546298687,0.0
0.756,3.718287450902149,-0.3454504726654688,0.22800070888871846,85,0.005878422874957323,0.005188248120248318,0.9982350468635559,0.15278205916881563,-0.013333415800333023,0.20377890765666962,9.507079796264902,15.023870420377174,0.0,270.46066546298687,0.0
0.807,3.7358944584433647,-0.3526341307633177,0.24868096005726711,85,0.004861511755734682,0.00539565272629261,0.9991642236709595,-0.1650390709877014,-0.2549900731086731,-0.16414625942707062,9.544950349968161,15.108580022606102,0.0,270.46066546298687,0.0
0.858,3.7639176155077276,-0.3407577025365719,0.2793466386179106,85,0.004171051550656557,0.005190697498619556,0.9961676597595215,-0.2062438960313797,0.06587661597728729,-0.17170187830924988,9.570216678728507,15.165189623143357,0.0,270.46066546298687,0.0
0.908,3.7872438492296947,-0.3496615525142416,0.30334006841268574,85,0.005876288749277592,0.0051648118533194065,0.9949660301208496,-0.029140877643227578,0.013693479633331299,0.08664879947900772,9.608143957877838,15.250317062173943,0.0,270.46066546298687,0.0
0.958,3.8156786850817737,-0.33468115139012794,0.32362532187117893,85,0.004071156959980726,0.007070310413837433,0.9970741868019104,-0.11916786535978317,0.21648916397094728,-0.01241249032318592,9.633446066111615,15.30721565387966,0.0,270.46066546298687,0.0
1.009,3.838305168754263,-0.3423399235433023,0.3176782074508934,85,0.008037705905735493,0.006494967732578516,0.9973587393760681,-0.013290119463205338,0.10024039242267609,0.15588867664337158,9.67142288903523,15.392791198445346,0.0,270.46066546298687,0.0
1.059,3.8664289654400283,-0.3606402058690788,0.3105208548590626,85,0.006669949274510145,0.0037349609192460775,0.9982768893241882,-0.1413714523553848,-0.1583903005361557,-0.20746645331382751,9.696754466209038,15.449996078952491,0.0,284.9391304347826,0.0
1.11,3.8881392426095793,-0.3685961665073064,0.30208153756156836,85,0.007067589554935694,0.0028412530664354563,0.998146653175354,-0.032910992497205735,-0.15942190792560576,0.18257169425487518,9.73477715596056,15.536042212850026,0.0,284.9391304347826,0.0
1.16,3.916859987950405,-0.3550625513609988,0.304950762843522,85,0.004196744412183762,0.005811078939586878,0.9970830082893372,-0.24018653585910796,0.27797144446372984,0.052163705229759216,9.772894053561537,15.622514887789741,0.0,284.9391304347826,0.0
1.21,3.9357045351611197,-0.3584906505761488,0.2586031789418594,85,0.006051258649677038,0.0034873064141720533,0.9976818561553955,-0.06984112515449524,-0.04719614815115929,0.002803180832415819,9.798387303825246,15.680468958373234,0.0,284.9391304347826,0.0
1.261,3.9591303750322644,-0.35200218781434134,0.27788314421612287,85,0.004395386669784784,0.006349177565425634,0.9981521964073181,-0.21247977867126464,-0.28073227610588075,-0.08730786293745041,9.83678306358147,15.767930520601109,0.0,284.9391304347826,0.0
1.311,3.9784605321509137,-0.3457422593945268,0.245446600759076,85,0.006552361883223057,0.0027445240411907434,0.9950133562088013,-0.041037076258659363,0.09400643203258514,-0.16571322083473206,9.862352645590184,15.826293085403922,0.0,284.9391304347826,0.0
1.361,4.004121158592366,-0.3555730847881242,0.20916071808811096,85,0.004501040559262037,0.0020544221624732018,0.9967395663261414,-0.11912997170686722,-0.20368577744960784,0.13890698552131653,9.900678878010357,15.913945800759656,0.0,284.9391304347826,0.0
1.412,4.02896907156123,-0.3866610766426296,0.25358951319662243,85,0.008445749059319496,0.00397100206464529,0.9957161545753479,-0.04555111109614372,0.022923791593313217,-0.1288737654685974,9.92634063345454,15.972743723179049,0.0,284.9391304347826,0.0
1.462,4.050757748365438,-0.3729441013508307,0.23928366715176305,85,0.004805295262485743,0.0038433228619396687,0.9990495443344116,-0.06514387308955193,0.13488773796558381,-0.1693943589925766,9.965065295611565,16.06162811554221,0.0,284.9391304347826,0.0
1.512,4.077382581998089,-0.3625852668967824,0.23274777749164569,85,0.006432134658098221,0.003468453884124756,0.9982308745384216,0.06454723224639893,-0.12711620535850524,-0.21203117072582245,9.990858490313364,16.12093109366216,0.0,284.9391304347826,0.0
1.562,4.096327779787989,-0.37058835452790956,0.22952053201997377,85,0.0066224439069628716,0.004925705026835203,0.9984322190284729,0.037242549365758895,-0.10056126322746277,0.024010958150029182,10.029472928478077,16.209868138029744,0.0,196.5742138070019,0.0
1.613,4.119230628593943,-0.3697782922168314,0.24639253106375164,85,0.006339037790894508,0.00302617228589952,0.9987322092056274,-0.18584790184497832,0.2606835344791412,0.008786279708147049,10.055178938093949,16.269178834685682,0.0,196.5742138070019,0.0
1.664,4.14608639539042,-0.37662000848109306,0.28913033731141624,85,0.004659435711801052,0.006925565656274557,0.9983437657356262,-0.2613243247509003,-0.1913114657640457,-0.1043446883559227,10.093815870605624,16.358489981993817,0.0,196.5742138070019,0.0
1.714,4.1780555547316816,-0.3758575605366013,0.263830161877821,85,0.006973595824092627,0.003562866011634469,0.9987181425094604,-0.08809197052717209,-0.13703130390644072,0.13979674875736237,10.119575439039682,16.418146628596233,0.0,196.5742138070019,0.0
1.764,4.193908040112457,-0.3929103138152138,0.24898672113105427,85,0.004618667997419834,0.003668370423838496,0.9964325428009033,-0.22666899218559264,-0.023648832181096077,-0.3050183653831482,10.158172481034764,16.50769646776721,0.0,196.5742138070019,0.0
1.814,4.21631495922819,-0.3905067755005129,0.2453223092102495,85,0.007221775129437447,0.0036784131079912186,0.9982220530509949,0.1222395663022995,-0.13088757004737853,-0.028606554493308067,10.183888156856547,16.5674585620546,0.0,196.5742138070019,0.0
1.865,4.242064213811705,-0.35775597409767057,0.2569345729766376,85,0.004183345008641481,0.0050285328179597855,0.9988030195236206,0.07153723285198212,-0.047402749025821686,0.17165544629096985,10.22245058660651,16.657221391437165,0.0,196.5742138070019,0.0
1.915,4.273861551301526,-0.33613270633093967,0.2514105095518772,85,0.0061631109565496445,0.004083105828613043,0.9967600107192993,-0.026924728521704674,0.1532727012395859,-0.05565929040312767,10.248153400607785,16.717156542954022,0.0,196.5742138070019,0.0
1.965,4.298917330883993,-0.35788603919282996,0.2521757942437636,85,0.0065915221348404884,0.005249586887657642,0.9957326054573059,-0.06417334555983543,-0.12058887090682983,0.1300498992204666,10.286699063970456,16.80721490451671,0.0,196.5742138070019,0.0
2.016,4.324605843355581,-0.35959274573369054,0.2254239557466468,85,0.00669897673651576,0.0018644590163603425,0.9991373419761658,-0.14562562956809996,0.07605545017719269,-0.021894095465540886,10.31239422926716,16.867366098662096,0.0,196.5742138070019,0.0
2.066,4.345669900613175,-0.35423992058509846,0.21205709983069085,85,0.0059089623391628265,0.003784641157835722,0.9983274340629578,0.11100152776241302,-0.21111634578704833,-0.022722331807017326,10.35093823856478,16.957768514877337,0.0,196.5742138070019,0.0
2.117,4.370217774016803,-0.3379089893563852,0.2190329974463649,85,0.005724918097257614,0.0025475407019257545,0.9983791708946228,-0.1977822865486145,0.11922376397848129,-0.08419784903526306,10.376636262606759,17.018155139896095,0.0,285.21039031687747,0.0
2.167,4.391736162804442,-0.3631039735514027,0.26740139690869846,85,0.006557676009833813,0.0064806947484612465,0.997779905796051,-0.005125344254635274,0.011018419450521469,-0.10700578987598419,10.415184162959223,17.108921469835614,0.0,285.21039031687747,0.0
2.217,4.417029483405637,-0.3565531091418904,0.2485756504659539,85,0.005772876553237438,0.0028130041901022196,0.999570369720459,0.11888054654598236,-0.04130054842829704,0.13803374767303467,10.440886777650528,17.16956326731218,0.0,285.21039031687747,0.0
2.268,4.438417904134743,-0.36149704685503936,0.220587784320944,85,0.007193243131041527,0.0029373178258538246,0.9961985349655151,-0.030686867529153825,0.07913242075443268,-0.08558260649442673,10.47944932577195,17.26072603385016,0.0,285.21039031687747,0.0
2.318,4.468345025734097,-0.3914048916653772,0.2529159335672683,85,0.0066124130971729755,0.003601658623665571,0.9974556565284729,0.12625125691890718,-0.01697477344572544,0.08592642098665237,10.50516561241826,17.321633050623355,0.0,285.21039031687747,0.0
2.368,4.485210993327807,-0.34446220654530657,0.2756121574830282,85,0.006122873164713383,0.0064374287612736225,0.9964607954025269,-0.07328847899436951,-0.2936532517910004,0.13123075664043427,10.543759379932757,17.413199324386973,0.0,285.21039031687747,0.0
2.418,4.513212141071314,-0.35328151770717336,0.2736885585295561,85,0.007238543592393398,0.003539774101227522,0.9983858466148376,-0.03503848716020584,-0.061449216866493225,0.23229151964187622,10.582369472786995,17.50502235102081,0.0,285.21039031687747,0.0
2.469,4.5356831184899375,-0.3554491575833244,0.28625204852772457,85,0.006964321713894606,0.004223697818815708,0.9966393113136292,0.03620301828384399,0.060498950815200805,0.026394708082079887,10.60811704244053,17.56638306116101,0.0,285.21039031687747,0.0
2.519,4.561595801966486,-0.34910646842245235,0.2577015031062412,85,0.006756241898983717,0.002600516192615032,0.9988908171653748,0.057762983149290084,-0.03320859391391277,0.06234664097428322,10.646749232839214,17.658645503462175,0.0,285.21039031687747,0.0
2.569,4.584809373369714,-0.33176114935066664,0.23732800118014455,85,0.00616822624579072,0.002392115304246545,0.9959023594856262,-0.08657839252948761,-0.2868444046020508,0.09035703539848328,10.672510986224312,17.72029984603712,0.0,285.21039031687747,0.0
