time (s),yaw,pitch,roll,battery
0.0,-0.30815542758394565,-0.04068034437412609,0.6573432346694097,63
0.021,-0.31010563664603985,0.013848881846168759,0.6457024950836019,63
0.041,-0.31133369417696105,0.019440212794601716,0.6172380801516809,63
0.061,-0.3153794167901242,0.0507215676631854,0.7251861706449818,63
0.082,-0.29588317522031277,-0.013514977118995576,0.6661810772796303,63
0.102,-0.3044630163699455,0.1803533255404397,0.7380277534579519,63
0.123,-0.30845721234992346,0.10619342542570402,0.7175296690347683,63
0.144,-0.3145022210218696,0.15796365268554596,0.7769868620938125,63
0.164,-0.3206342604695734,0.028989957283122814,0.8904719984008299,63
0.185,-0.3225883675947314,0.18204117062614633,1.155298120272915,63
0.205,-0.3073488769914709,-0.1366863359867613,1.2610961493767998,63
0.225,-0.32168646668705686,0.0024294258560791514,0.6789620935036654,63
0.246,-0.3197165223161226,-0.3004081122231346,0.7372187751464488,63
0.267,-0.3063007856667871,0.008686838425468598,0.8630818613724657,63
0.287,-0.2899410136367867,-0.06589712050839543,0.9928231793488254,63
0.308,-0.2830430351319554,-0.11594532732041535,0.6291891028679598,63
0.329,-0.2541262485163448,0.1615159514466562,0.6402027610302992,63
0.349,-0.21033163563356727,0.146712348150442,0.7959357738950007,63
0.369,-0.20172017377087859,-0.023316129193830408,1.0972864884326388,63
0.389,-0.1952818076160111,-0.019560313199087354,0.40211414058870154,63
0.41,-0.08593786065925545,0.3712110775909138,0.11125243065963432,63
0.43,0.008359190121682297,0.8448742501125698,-0.1551132934119484,63
0.45,0.003329407856805028,0.13968445723963444,0.10344905154720001,63
0.471,-0.022699067257852083,-0.35192949824046604,0.5784537193702209,63
0.492,-0.04950876213860599,-0.43866498583733127,0.5514974911761046,63
0.513,-0.06298509029917032,0.10357288183745743,0.709959323018992,63
0.533,-0.06597933787232801,0.7477360010111318,0.9073813774558411,63
0.554,-0.016295539991937,1.16004695720568,0.986876619850764,63
0.575,0.021464895421764996,0.9734720838591736,0.375862124624649,63
0.595,-0.08063502045208547,-0.322063138914956,0.2608861805021157,63
0.615,-0.2062053466777557,-0.751673740354459,0.8400139478391958,63
0.635,-0.24507843718855024,-0.7135786341648304,0.7461063041195375,63
0.656,-0.2259582863703541,-0.5031597138711952,0.7710548867537478,63
0.676,-0.16118750139007135,0.5519964165481525,0.7875706827522931,63
0.696,-0.1340620987421458,0.2404310368730258,0.3805343627347341,63
0.717,-0.22145422423458838,-0.19614518542432394,0.8834298894594478,63
0.737,-0.21344273911439568,-0.43809343449953086,1.1947943827983112,63
0.757,-0.23157667702672013,-0.19140103075696396,0.9193100004788376,63
0.777,-0.2595946959054173,-0.07904524779350589,0.8750249655620553,63
0.798,-0.30574039919856644,-0.18837895262075446,1.0551402322187695,63
0.818,-0.32535499761295894,-0.3130138343686609,1.1348116664677033,63
0.838,-0.3339259294790478,-0.25931094241805375,1.0987392310624498,63
0.859,-0.2924827317186184,-0.6171169037711244,0.856511937235857,63
0.879,-0.30141908332366946,-0.049698560935541106,0.7775843364625153,63
0.899,-0.2962772674837494,0.16031955653097113,0.5989757938007586,63
0.92,-0.2709740107521169,0.32817822511967426,0.44602484391915925,63
0.94,-0.26861290262089155,0.3202433464843152,0.534648544574391,63
0.96,-0.3015476663061532,0.43985629551841915,0.8693028852599303,63
0.981,-0.3736025946932001,0.38608841733607013,0.9899703254467167,63
1.001,-0.35992472891407046,0.6072235235742661,0.8357812413686249,63
1.021,-0.38897804873586905,0.08262545033303467,0.8037338686264077,63
1.041,-0.3587953718178866,-0.3604607291141491,0.7406824958336828,63
1.062,-0.29151262775415454,-0.10655904869021039,0.8166800154930307,63
1.082,-0.26478717541266683,0.6592855891488072,0.8476171186787101,63
1.103,-0.419007360506103,0.5698130099220041,0.6359468197560381,63
1.124,-0.4303976282891631,-0.23621578275374794,0.4273620307642629,63
1.144,-0.4175209018545508,0.5311243046620144,0.5639777851418938,63
1.165,-0.46600214096262166,0.8442534813924505,0.8257642695379057,63
1.185,-0.4826688343316397,0.5147358273836203,-0.08234847326415591,63
1.205,-0.3858793110304993,0.3655557041848347,-0.14733500968232086,63
1.225,-0.34267038012862994,0.2961329407943692,-0.02349527558530484,63
1.246,-0.35364065670999795,0.07983120875917321,0.5395604664824606,63
1.266,-0.38130865039936085,0.09809539474817196,1.1247664975470186,63
1.287,-0.4461953332291691,0.69256314722743,0.8197506426410647,63
1.307,-0.4536164109911409,0.7383998371430496,0.47096091026534886,63
1.327,-0.4893742955603342,0.42190920838609003,0.5673107604469666,63
1.348,-0.4888563594945152,-0.4354885108657628,0.7697850029025907,63
1.368,-0.4706365387343636,-0.27363030487352824,1.330411716222637,63
1.389,-0.5268513701556071,0.07996186507592176,1.1467997007917476,63
1.409,-0.6535669781231331,-0.4473828967058158,1.1424071388698709,63
1.43,-0.6812426568215483,0.09810549762384749,1.0391995575248791,63
1.45,-0.6744686019876012,0.48480356001386304,0.7593249624441789,63
1.47,-0.7031290165682291,0.7441845243028529,0.6153650324458634,63
1.49,-0.6919298824778677,0.8072634659632426,0.3871291950500919,63
1.511,-0.6219037374988572,0.8176508779770952,0.17028734117962838,63
1.532,-0.62591533140463,0.4979060560618984,0.3248879041734951,63
1.552,-0.6450498847335409,0.08397329742903022,0.941159027739757,63
1.572,-0.6015657090513029,-0.35254062507526496,1.5076177252906007,63
1.593,-0.5810518832919085,-0.10796808714190975,1.744802070940399,63
1.613,-0.596265225715828,0.04736240740769179,1.556923672869341,63
1.633,-0.6165445540445117,0.0092174748948943,1.7562785789274296,63
1.653,-0.5899338373635911,-0.1720815455294307,1.6250039974758574,63
1.673,-0.5593743082480174,-0.2826324620010081,1.2894158631173445,63
1.694,-0.5749628099782527,-0.08839737395873487,0.8698989067132363,63
1.715,-0.6956176516328938,-0.5841566371434189,0.634750196110655,63
1.735,-0.7717282990687195,-0.3125991964986679,0.49633725187492955,63
1.755,-0.841034683395982,0.1018791149861962,0.6683985568372064,63
1.776,-0.9668368925692121,0.2616099924286457,0.7067397241678381,63
1.796,-0.9837966007550777,0.7200823332409575,0.3017511553887267,63
1.817,-0.8732582476920571,0.8355803188063943,0.09978677599631874,63
1.837,-0.7930743166230841,1.1841022110989312,0.6935932854911724,63
1.857,-0.8632876476015314,0.472254262587002,0.18901767792985852,63
1.878,-1.0071473260238906,-0.39653164472773045,0.6268067448697695,63
1.898,-1.1675447790810483,-0.18982524049037727,0.3074875114377538,63
1.918,-1.274494588275751,0.15192441457047418,0.55365736761672,63
1.938,-1.3511187118111467,0.36469204203460637,0.9508889797059233,63
1.959,-1.387594572098941,0.28069947595403383,0.9577805769087456,63
