time (s),yaw,pitch,roll,battery
0.0,-120.7346502333184,0.5884951832916943,-0.18984448437072068,65
0.02,-120.7350661450379,0.5710818985260211,-0.1652011404705157,65
0.04,-120.7159295368954,0.509376387034259,-0.20670454576194186,65
0.061,-120.72852220319422,0.509058129944447,-0.24450638136873354,65
0.081,-120.71947106424936,0.49440979491949655,-0.2571545460160987,65
0.101,-120.71539112932544,0.39299215513178737,-0.0899309129811318,65
0.122,-120.69326524482005,0.5023761356640781,0.05012206971402941,65
0.142,-120.65728937620997,0.697542666124359,0.16337342285692982,65
0.163,-120.60934378510433,0.6271008042278907,0.1580674300007988,65
0.184,-120.58894540348886,0.5865276060762218,-0.10252680523175477,65
0.204,-120.61267306913344,0.4279095795917147,-0.05956949522224097,65
0.224,-120.59438364239229,0.5302808848496268,0.11876205854041248,65
0.244,-120.57469977031735,0.42071823415000464,0.13855754071574297,65
0.265,-120.56760546595788,0.26340818368074925,-0.2757666322439817,65
0.285,-120.56850298570582,0.4065856815525295,0.08935585333038203,65
0.305,-120.54812374949353,0.6053288334388731,0.05523600348209206,65
0.325,-120.51773703073468,0.3541542528067232,-0.009715288721589556,65
0.346,-120.54756212347401,0.20033005462060643,-0.04525432205880709,65
0.366,-120.52497853691962,0.24420857530212986,0.07997250949426506,65
0.386,-120.51081950620133,0.33660830354916454,0.35421815577182125,65
0.406,-120.50836396293766,0.5676601094700529,0.48553823463162943,65
0.426,-120.51129238832446,0.7018709434529861,0.43347799964315503,65
0.447,-120.50486110131132,0.5188590105295903,0.17761421925970544,65
0.467,-120.51299685861395,0.4612358990462542,0.07424156035557326,65
0.488,-120.50185688396421,0.28809689144002737,0.08375858276467497,65
0.509,-120.52403341704515,0.40451175911026616,0.03680817701158571,65
0.529,-120.50312024355172,0.46673675242692564,0.3622511239974587,65
0.55,-120.50023450262111,0.5247200386978113,0.10987240179021193,65
0.57,-120.50192365341107,0.5424171315090934,0.15033300245578715,65
0.59,-120.4960535406049,0.32086800757552153,0.13582658433493344,65
0.611,-120.51358209669174,0.5928253226244397,0.083394517749679,65
0.632,-120.48494384369371,0.30891493090684025,0.3395983996698851,65
0.652,-120.50419608205033,0.4708047862496182,0.36197239647404833,65
0.672,-120.50506383775745,0.4883859118665085,0.35597042211918933,65
0.693,-120.50594821294497,0.4709056495788041,0.22719530403917074,65
0.713,-120.51320620342125,0.6161169227898402,0.41393695226752897,65
0.733,-120.5037897856102,0.6354610395146407,0.5311291310307399,65
0.754,-120.4934889603045,0.4482769723384238,0.10479975658200515,65
0.774,-120.5037336422657,0.406204504770881,0.04615250656938566,65
0.795,-120.49235493596186,0.5761854884805847,0.4174346158532992,65
0.815,-120.49577014327669,0.7537684508919623,0.2987201878697636,65
0.835,-120.49189904024755,0.6807336027654882,0.6409961828394177,65
0.856,-120.47907212532068,0.5372660699069264,0.5023908361615446,65
0.876,-120.5091670801512,0.44685424171247645,0.1298275749577539,65
0.897,-120.52224337863733,0.5356867640930606,0.37051336586298245,65
0.917,-120.51079618859366,0.7198919516570058,0.3017981488117331,65
0.937,-120.50536286167048,0.49334730756703943,-0.10064569076348343,65
0.958,-120.51871066030162,0.4994936636761254,0.40085326072532457,65
0.978,-120.50867107672566,0.675306034345523,0.3323001460064244,65
0.999,-120.54965690470239,0.3709280330411873,-0.08581759777697573,65
1.019,-120.53098018554941,0.46654531194283294,0.22985796718295815,65
